V1;X01D2Z36;X0319.6G20;X053A03.B.DI.P58;X27F.1492R;X37.13;X67.14;A0839;A21b;A4b;AB1;AKIW781;AKYH767;Acetobacteraceae;Acidiferrobacteraceae;Acidimicrobiaceae;Acidobacteriaceae..Subgroup.1.;Acidothermaceae;Actinobacteria.bacterium.RBG_13_63_9;Actinomycetaceae;Aerococcaceae;Aeromonadaceae;Alicyclobacillaceae;Alteromonadaceae;Ambiguous_taxa;Amoebophilaceae;Archangiaceae;Ardenticatenaceae;Atopobiaceae;Azospirillaceae;B1.7BS;BIrii41;BSV26;Babeliaceae;Bacillaceae;Bacteriovoracaceae;Bacteroidetes.vadinHA17;Bdellovibrionaceae;Beggiatoaceae;Beijerinckiaceae;Bifidobacteriaceae;Blfdi19;Brevibacteriaceae;Burkholderiaceae;CPla.3.termite.group;Caedibacteraceae;Caldicoprobacteraceae;Caldilineaceae;Cardiobacteriaceae;Carnobacteriaceae;Catenulisporaceae;Caulobacteraceae;Cellulomonadaceae;Cellvibrionaceae;Chitinimonadaceae;Chitinophagaceae;Chlamydiaceae;Chloroflexaceae;Christensenellaceae;Chromobacteriaceae;Chthoniobacteraceae;Clostridiaceae.1;Clostridiaceae.2;Clostridiaceae.3;Clostridiales.Incertae.Sedis;Clostridiales.vadinBB60.group;Corynebacteriaceae;Coxiellaceae;Criblamydiaceae;Crocinitomicaceae;Cryptosporangiaceae;Cyclobacteriaceae;Cytophagaceae;D05.2;Deferribacteraceae;Defluviitaleaceae;Deinococcaceae;Demequinaceae;Dermabacteraceae;Desulfarculaceae;Desulfobulbaceae;Desulfovibrionaceae;Desulfuromonadaceae;Devosiaceae;Diplorickettsiaceae;Dongiaceae;Eel.36e1D6;Elsteraceae;Enterobacteriaceae;Enterococcaceae;Entotheonellaceae;Erysipelotrichaceae;Eubacteriaceae;FFCH16767;FFCH9454;Family.X;Family.XI;Family.XII;Family.XIII;Family.XVIII;Fibrobacteraceae;Fimbriimonadaceae;Flavobacteriaceae;Frankiaceae;Fusobacteriaceae;GWF2.29.10;Gaiellaceae;Gallionellaceae;Geminicoccaceae;Gemmataceae;Gemmatimonadaceae;Geobacteraceae;Geodermatophilaceae;Gracilibacteraceae;Haliangiaceae;Halieaceae;Halomonadaceae;Haloplasmataceae;Halothiobacillaceae;Heliobacteriaceae;Herpetosiphonaceae;Holophagaceae;Holosporaceae;Hydrogenophilaceae;Hymenobacteraceae;Hyphomicrobiaceae;Hyphomonadaceae;Iamiaceae;Ilumatobacteraceae;Inquilinaceae;Intrasporangiaceae;Isosphaeraceae;JG30.KF.AS9;JG30.KF.CM45;KD3.10;KD3.93;KF.JG30.B3;Kaistiaceae;Kineosporiaceae;Koribacteraceae;Ktedonobacteraceae;Labraceae;Lachnospiraceae;Lactobacillaceae;Latescibacteraceae;Legionellaceae;Lentimicrobiaceae;Leptospiraceae;Leptotrichiaceae;LiUU.11.161;Limnochordaceae;Lolium.perenne;Longimicrobiaceae;MSB.4B10;Magnetospiraceae;Magnetospirillaceae;Methylacidiphilaceae;Methylococcaceae;Methyloligellaceae;Methylophilaceae;Micavibrionaceae;Microbacteriaceae;Micrococcaceae;Micromonosporaceae;Micropepsaceae;Microscillaceae;Microtrichaceae;Midichloriaceae;Mitochondria;Moraxellaceae;Mycobacteriaceae;Myxococcaceae;NS11.12.marine.group;NS9.marine.group;Nakamurellaceae;Nannocystaceae;Neisseriaceae;Nitrosococcaceae;Nitrosomonadaceae;Nitrospiraceae;Nocardiaceae;Nocardioidaceae;Nocardiopsaceae;Oligoflexaceae;Opitutaceae;P3OB.42;Paenibacillaceae;Paludibacteraceae;Paracaedibacteraceae;Parachlamydiaceae;Parvibaculaceae;Pasteurellaceae;Pasteuriaceae;Pedosphaeraceae;Peptococcaceae;Peptostreptococcaceae;Phaselicystidaceae;Phycisphaeraceae;Pirellulaceae;Piscirickettsiaceae;Planococcaceae;Pleomorphomonadaceae;Polyangiaceae;Porphyromonadaceae;Prevotellaceae;Procabacteriaceae;Prolixibacteraceae;Promicromonosporaceae;Propionibacteriaceae;Pseudohongiellaceae;Pseudomonadaceae;Pseudonocardiaceae;Pyrinomonadaceae;Reyranellaceae;Rhizobiaceae;Rhizobiales.Incertae.Sedis;Rhodanobacteraceae;Rhodobacteraceae;Rhodocyclaceae;Rhodomicrobiaceae;Rhodopirillaceae;Rhodospirillaceae;Rhodothermaceae;Rickettsiaceae;Rikenellaceae;Roseiflexaceae;Rubrobacteriaceae;Ruminococcaceae;SC.I.84;SM2D12;SRB2;Saccharimonadaceae;Saccharum.hybrid.cultivar;Sandaracinaceae;Sanguibacteraceae;Saprospiraceae;Schlesneriaceae;Simkaniaceae;Solibacteraceae..Subgroup.3.;Solimonadaceae;Solirubrobacteraceae;Sphingobacteriaceae;Sphingomonadaceae;Spirosomaceae;Spongiibacteraceae;Sporichthyaceae;Staphylococcaceae;Steroidobacteraceae;Streptococcaceae;Streptomycetaceae;Streptosporangiaceae;Syntrophaceae;Syntrophomonadaceae;TRA3.20;Tepidisphaeraceae;Thermoactinomycetaceae;Thermoanaerobaculaceae;Thermomonosporaceae;Trueperaceae;UBA12409;UBA12411;URHD0088;Unknown.Family;VHS.B3.70;Veillonellaceae;Vermiphilaceae;Verrucomicrobiaceae;Vibrionaceae;Vulgatibacteraceae;WD2101.soil.group;Weeksellaceae;Woeseiaceae;Xanthobacteraceae;Xanthomonadaceae;Xiphinematobacteraceae;bac2nit3;bacteriap25;bacterium.Ellin6089;bacterium.enrichment.culture.clone.B30.2011.;cvE6;env.OPS.17;groundwater.metagenome;metagenome;mle1.27;possible.family.01;uncultured;uncultured.Acetobacteraceae.bacterium;uncultured.Acidimicrobiales.bacterium;uncultured.Acidimicrobidae.bacterium;uncultured.Aciditerrimonas.sp.;uncultured.Acidobacteria.bacterium;uncultured.Acidobacteriaceae.bacterium;uncultured.Acidobacteriales.bacterium;uncultured.Acidobacterium.sp.;uncultured.Acidothermaceae.bacterium;uncultured.Actinomycetales.bacterium;uncultured.Bradyrhizobiaceae.bacterium;uncultured.Candidatus.Saccharibacteria.bacterium;uncultured.Chloroflexi.bacterium;uncultured.Desulfoglaeba.sp.;uncultured.Green.Bay.ferromanganous.micronodule.bacterium.MND8;uncultured.Ignavibacterium.sp.;uncultured.Nakamurellaceae.bacterium;uncultured.Rhodospirillaceae.bacterium;uncultured.Rhodospirillales.bacterium;uncultured.Syntrophobacteraceae.bacterium;uncultured.Termite.group.1.bacterium;uncultured.Thermaerobacter.sp.;uncultured.actinobacterium;uncultured.alpha.proteobacterium;uncultured.bacterium;uncultured.bacterium..0319.6E22;uncultured.bacterium.KF.JG30.B11;uncultured.bacterium.SBR2096;uncultured.bacterium.SBRH58;uncultured.bacterium.gp7;uncultured.candidate.division.SBR1093.bacterium;uncultured.delta.proteobacterium;uncultured.gamma.proteobacterium;uncultured.organism;uncultured.prokaryote;uncultured.proteobacterium;uncultured.soil.bacterium
BactV5V7-BC14-37_S14_L001;246;0;38;0;0;0;238;6;31;0;0;0;5;0;0;10;6;0;0;6;0;0;100;21;27;0;0;0;0;76;0;19;0;0;1297;142;0;41;0;25;0;8;0;7176;0;0;0;0;0;0;0;552;0;22;0;174;0;0;0;0;0;580;0;0;0;0;101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;153;31;80;0;0;1707;73;20;0;0;0;0;0;0;0;0;0;4;7;3744;15;0;0;174;0;0;0;141;102;27;0;28;0;0;0;0;0;0;0;11;0;77;41;0;0;49;0;54;0;0;0;0;5;3;0;0;8;0;0;6;7;0;10;0;0;0;3;0;0;0;0;0;18;0;0;141;23;0;52;439;628;2;17;0;0;304;43;161;29;0;0;0;9;0;0;79;56;18;240;0;22;0;6;940;0;11;28;0;0;0;135;9;8;4;8;0;0;0;8;66;0;5;7;0;0;250;0;3366;13;0;25;452;30;45;13;51;0;0;0;0;3;0;42;8;9;178;0;0;12;0;0;0;0;0;2;90;0;96;23;200;17;0;21;27;61;13;6254;4;0;0;0;0;19;38;0;0;0;0;0;14;0;6;3;0;5;7;0;95;0;435;110;0;0;6;0;0;0;31;0;2;0;0;239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81;0;0;0;0;0;0;0;0;0;0;0;0
BactV5V7-BC231-87_S231_L001;331;0;88;0;0;0;182;0;82;0;0;0;0;16;0;0;54;7;9;0;0;0;55;21;36;0;134;0;0;27;0;88;0;0;271;178;0;174;0;113;0;0;0;12142;0;0;0;0;0;0;0;713;6;232;0;477;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;13;0;0;0;3;0;0;62;0;0;0;213;2;151;0;0;40;0;18;0;0;0;0;0;0;33;0;0;139;61;1371;6;0;0;304;0;0;2;651;147;39;11;107;0;0;0;0;11;0;0;0;0;459;93;0;0;82;2;156;0;6;0;0;24;17;0;0;34;0;0;0;0;3;0;0;0;0;0;2;0;71;0;0;8;0;0;163;200;0;56;1665;85;131;174;0;0;0;88;167;286;0;0;4;27;2;0;324;174;0;315;0;10;0;39;178;0;2;0;0;0;0;493;0;6;0;15;0;0;0;0;536;0;0;0;38;0;53;0;1522;12;9;35;1226;36;118;11;65;0;0;3;0;0;0;151;4;7;790;0;0;33;0;0;0;0;0;0;243;20;2;43;1578;5;0;14;0;180;0;175;10;3;0;46;0;0;28;29;0;0;0;0;62;0;0;0;0;0;8;2;2;14;741;471;0;0;39;2;0;0;90;0;17;0;0;419;0;0;0;0;0;0;3;41;0;0;0;0;2;0;0;0;0;8;0;0;0;0;0;0;83;0;0;0;0;0;0;6;0;0;0;0;0
BactV5V7-BC234-91_S234_L001;869;0;98;0;0;0;349;0;127;0;0;0;12;6;0;0;13;0;0;0;0;0;41;108;128;0;25;0;0;58;0;47;0;0;598;154;0;86;0;155;0;12;0;10042;0;0;0;0;0;0;0;885;0;90;0;559;0;0;0;0;16;42;0;0;0;0;0;0;0;7;0;0;14;0;3;0;3;0;0;144;0;0;6;260;0;114;0;0;2;0;42;0;0;0;0;0;3;0;0;0;84;26;906;6;0;0;678;0;26;0;909;98;113;5;123;0;0;0;0;0;0;0;0;0;634;96;9;0;165;0;253;0;0;0;0;13;24;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;24;0;0;10;0;0;252;101;0;90;1248;188;77;160;0;0;9;15;403;150;8;0;53;4;0;0;531;263;0;705;0;5;0;0;251;0;6;10;0;0;0;546;0;15;14;15;0;0;40;0;334;0;0;0;30;0;106;0;427;53;29;50;882;47;13;6;70;0;0;8;0;0;0;239;29;0;1151;0;0;0;0;3;0;2;0;5;265;17;166;17;1392;76;0;23;0;295;0;234;26;0;0;66;0;0;54;28;0;0;0;0;65;0;0;5;0;0;34;0;14;0;1006;406;0;0;54;6;0;0;115;0;12;0;0;858;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;190;13;0;0;0;0;0;0;0;0;0;0;11
BactV5V7-BC366-237_S366_L001;1192;0;141;0;3;0;538;0;256;0;0;0;23;20;0;27;28;0;18;0;0;0;46;0;66;0;61;0;0;17;0;27;0;0;839;85;0;190;0;104;0;8;0;6517;0;0;0;0;0;0;0;424;0;0;51;434;0;9;0;0;11;46;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;383;0;0;0;93;0;158;0;0;6;0;49;0;0;3;0;0;6;0;0;0;40;73;464;0;0;0;714;0;70;0;1512;29;102;0;162;0;0;0;0;0;0;0;0;0;522;136;10;0;146;0;287;0;0;0;0;0;29;0;0;38;0;0;0;0;11;0;0;0;0;0;0;0;101;0;0;0;0;0;403;220;2;45;1320;140;61;74;0;0;0;0;295;0;0;0;35;35;0;2;1006;482;22;606;0;12;0;49;397;0;0;8;0;0;0;670;0;8;0;55;0;0;42;0;85;0;0;0;0;0;89;0;1352;61;75;66;190;162;65;33;66;0;0;13;0;15;0;201;18;2;1375;0;0;11;0;5;0;0;0;3;370;25;156;0;1999;0;0;28;0;549;0;178;44;0;0;143;0;5;78;27;0;0;0;0;62;3;0;9;0;0;33;0;0;32;964;533;0;0;169;0;0;0;119;0;46;3;0;1220;0;0;37;0;62;0;3;28;0;0;0;0;0;0;0;0;0;20;0;0;20;0;0;0;281;16;32;0;0;0;0;15;0;0;0;0;27
BactV5V7-BC342-207_S342_L001;942;0;73;0;0;0;394;0;130;0;0;0;14;62;0;24;33;0;4;0;0;0;195;2;90;0;22;0;0;81;0;15;2;0;674;169;0;40;0;165;0;3;0;6180;0;0;2;4;0;0;0;851;0;11;0;404;0;0;2;0;17;54;0;0;0;0;0;8;0;7;0;0;6;0;0;0;0;0;0;128;0;0;0;164;5;138;0;0;0;0;42;0;0;0;0;0;0;0;0;0;26;56;781;5;0;4;689;0;53;0;934;95;70;8;76;0;0;0;0;0;0;0;0;0;506;174;8;67;144;6;156;0;6;0;0;18;26;0;0;14;0;0;16;0;0;0;3;0;0;0;0;0;8;0;0;125;0;0;433;633;0;34;1177;134;53;301;0;0;0;4;371;27;5;7;39;8;2;0;1187;371;16;459;0;0;0;26;574;0;0;3;0;0;0;863;0;13;35;38;0;0;0;0;28;0;0;0;2;0;82;22;1167;80;0;211;546;187;16;24;63;0;0;10;0;8;0;186;8;6;1249;4;0;4;0;9;0;0;0;0;507;20;105;0;2668;16;0;0;0;245;0;209;52;0;0;158;0;0;68;46;0;0;0;0;80;0;0;8;0;0;20;2;35;20;1458;350;0;0;122;0;0;2;140;0;16;2;0;946;12;0;39;0;0;0;17;53;0;0;0;0;0;6;0;0;0;14;0;0;0;0;0;0;210;0;0;0;0;0;0;18;0;0;0;7;7
BactV5V7-BC346-214_S346_L001;634;0;74;0;0;0;324;0;112;4;0;0;12;25;0;0;25;0;8;0;0;0;24;162;92;0;87;0;0;459;0;182;0;0;405;99;0;198;0;111;0;0;0;8393;0;0;0;0;0;0;0;1125;11;104;5;552;0;3;7;0;13;5;0;0;0;0;0;0;0;23;0;0;4;0;0;0;0;0;0;122;0;22;22;556;0;214;0;0;0;0;24;0;0;0;0;0;0;0;0;0;353;130;1205;7;0;7;463;0;36;0;765;253;82;0;124;0;0;0;0;0;0;0;0;0;373;117;40;0;122;4;159;0;0;0;0;33;0;0;0;47;0;0;87;0;0;0;0;7;0;0;0;0;31;0;0;927;0;0;211;57;0;62;730;110;88;394;0;0;7;41;185;0;38;0;40;0;0;0;576;201;4;531;0;12;0;42;126;22;13;19;0;0;0;562;7;8;27;35;3;0;0;20;432;0;0;0;71;0;38;14;387;50;15;77;896;94;59;54;1380;0;0;28;0;2;0;134;20;50;772;0;0;38;0;8;0;0;0;13;265;15;148;14;1589;66;3;28;0;211;0;311;2;0;0;110;0;0;46;40;0;0;0;0;130;0;0;0;0;0;29;0;18;0;915;359;0;0;75;0;7;0;201;0;34;18;0;668;10;0;0;29;0;0;0;2;0;0;0;0;0;4;0;0;2;9;0;0;0;0;7;0;93;0;0;0;0;0;0;6;0;0;0;0;9
BactV5V7-BC360-231_S360_L001;593;0;97;0;0;8;284;10;115;0;2;0;27;20;0;27;35;2;8;0;0;0;38;234;101;0;102;0;0;696;0;148;0;0;430;83;0;224;0;113;0;7;0;6833;0;0;0;0;0;0;7;806;14;216;0;631;0;0;3;0;11;65;0;0;0;0;0;0;0;24;0;0;0;0;0;0;4;0;0;131;98;12;20;401;4;204;0;0;0;0;15;0;0;0;0;0;0;0;0;0;356;81;1031;0;0;10;446;0;28;2;969;508;50;0;129;0;0;0;0;0;0;0;0;0;348;110;28;13;112;0;107;0;0;0;0;23;26;0;0;51;0;0;90;0;4;0;9;9;0;0;0;0;21;0;0;1073;0;0;228;67;0;35;615;101;112;344;0;0;0;28;298;96;38;0;12;10;3;0;656;267;0;344;0;13;2;49;185;132;0;0;0;0;0;607;7;8;30;45;2;0;35;5;316;0;0;0;180;0;64;16;726;30;0;108;672;103;53;61;1802;0;0;4;0;0;0;167;18;65;978;2;0;42;0;3;0;4;0;17;290;15;128;0;1491;75;0;19;0;303;0;222;23;9;0;92;0;0;51;53;0;0;0;0;190;0;0;3;0;0;16;0;13;0;927;353;0;0;37;6;0;5;161;0;63;4;0;703;9;0;0;0;31;0;27;0;0;0;4;0;0;4;0;0;0;0;0;0;0;0;0;0;184;10;0;0;0;0;0;9;0;0;0;3;24
BactV5V7-BC352-223_S352_L001;973;0;102;0;7;0;369;0;184;0;0;0;18;0;0;28;31;0;0;0;0;0;81;19;88;5;68;3;0;236;6;12;0;2;544;71;0;125;0;81;0;0;0;5030;0;0;0;0;0;0;0;538;0;14;0;334;0;0;16;0;18;94;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;197;73;34;151;119;15;166;0;0;0;0;41;0;0;0;0;0;8;0;20;0;269;36;563;10;0;12;511;0;48;0;1217;1487;61;36;86;0;0;0;0;0;0;0;0;0;414;108;4;0;52;0;125;0;6;0;0;50;37;0;0;38;0;0;88;0;0;0;10;0;0;0;0;0;141;0;0;925;0;0;359;885;0;23;399;155;73;93;0;0;0;8;277;0;0;0;17;0;0;0;970;263;0;396;0;15;0;12;716;0;16;33;0;0;0;892;36;22;0;18;0;0;0;0;87;0;0;0;422;0;63;0;1139;73;27;164;213;153;15;0;419;0;0;13;0;0;0;303;16;108;1504;0;0;0;0;0;0;4;0;7;463;326;82;0;1882;21;7;0;0;259;0;120;11;0;0;223;0;0;74;15;0;0;0;0;68;0;0;712;0;0;7;0;32;0;1144;286;0;0;60;0;11;0;167;0;54;0;0;1011;10;0;0;0;0;0;0;0;0;0;0;5;0;2;0;0;0;22;0;0;19;0;0;0;181;16;11;0;4;0;0;21;0;0;0;0;12
BactV5V7-BC354-225_S354_L001;481;0;75;0;0;0;417;0;37;0;0;0;0;0;0;0;29;0;10;0;0;0;767;0;92;0;2;0;0;37;0;62;0;3;5607;24;0;52;0;40;0;0;0;1191;0;0;0;0;0;0;0;266;20;121;0;125;0;0;0;0;11;575;2;3;16;0;0;0;0;0;0;0;0;0;0;0;0;6;0;189;0;0;73;159;7;213;0;0;27;0;41;0;8;0;0;0;10;0;0;4;53;0;305;16;0;0;752;0;30;2;540;1295;148;53;191;0;0;0;0;0;0;0;0;0;62;85;11;19;121;0;148;0;12;0;0;3;0;0;31;10;5;0;64;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;201;12;0;163;518;522;63;82;4;0;7;10;468;119;0;0;73;0;21;0;609;78;55;506;0;27;0;0;2390;10;34;18;0;0;0;330;50;90;46;20;0;0;338;0;173;0;0;5;16;0;95;0;5443;109;11;158;350;27;152;9;251;5;0;4;0;10;0;259;38;89;275;0;0;4;4;18;0;0;0;3;182;0;178;5;483;0;7;0;0;182;0;452;60;10;0;30;0;129;11;149;0;0;4;0;273;0;8;6;0;0;10;0;0;0;1464;96;0;0;58;0;6;3;43;0;7;0;0;806;0;0;0;0;0;0;32;0;0;0;0;30;0;0;0;0;0;4;10;0;0;0;0;0;98;0;0;0;0;0;0;19;0;0;0;0;14
BactV5V7-BC226-82_S226_L001;740;0;58;0;0;0;378;0;128;0;0;0;4;3;0;27;20;0;13;0;0;3;54;24;121;0;95;0;0;55;0;48;0;0;455;107;0;124;0;112;0;0;0;11141;0;0;0;0;0;0;5;578;0;125;0;494;0;0;0;0;11;82;0;0;0;0;0;0;0;2;0;0;8;0;0;0;0;0;0;133;0;0;0;222;0;110;0;0;26;0;42;0;0;0;0;0;0;17;0;0;159;26;1570;12;0;3;599;0;3;3;884;236;89;18;123;0;0;0;0;0;4;0;0;0;430;103;3;38;121;0;304;0;0;0;2;50;18;0;0;51;0;0;3;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;245;121;0;58;1425;139;55;93;0;0;0;45;306;72;0;0;65;26;0;0;507;273;15;720;2;9;0;54;106;0;0;11;0;0;0;595;0;8;0;14;0;0;0;0;377;0;0;0;41;0;92;0;355;47;26;46;801;98;31;17;225;0;0;0;0;0;0;268;19;2;979;0;0;10;0;0;0;0;0;8;348;13;148;15;1372;17;0;46;0;217;0;288;21;0;0;62;0;0;34;34;0;2;0;0;33;0;9;0;0;0;25;0;25;11;922;361;0;0;60;0;0;0;130;0;37;0;0;743;0;0;0;23;22;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;163;6;0;0;0;0;0;0;0;0;0;0;8
BactV5V7-BC251-111_S251_L001;886;0;138;0;0;0;525;0;149;0;0;0;33;13;0;21;8;0;11;0;0;0;11;258;124;0;188;0;0;84;0;100;0;0;89;88;0;248;0;187;0;2;0;9857;0;0;0;0;0;0;0;707;0;425;0;425;0;0;0;0;0;17;0;0;0;0;0;0;7;13;0;0;9;3;0;0;0;0;0;104;0;0;9;309;8;158;0;0;0;0;39;0;0;0;0;0;0;14;0;0;146;18;1071;16;0;13;778;0;2;0;1391;147;89;14;333;0;0;0;0;0;0;0;0;0;311;89;0;41;167;3;227;0;0;0;8;75;27;0;4;50;0;0;5;0;9;2;0;0;0;0;0;0;25;0;0;16;0;0;119;101;0;50;1094;113;93;286;0;0;0;42;329;286;11;0;29;6;0;0;637;475;24;719;0;12;0;53;134;0;5;4;0;0;0;920;0;0;25;10;0;0;0;0;668;0;0;0;19;0;101;0;235;48;18;49;768;94;13;0;134;0;0;6;0;0;0;339;47;5;375;0;0;3;0;2;0;0;0;3;379;41;257;0;572;4;7;42;0;244;0;276;21;0;0;110;0;0;59;27;0;0;0;0;83;0;0;5;0;0;30;0;6;12;1019;288;0;0;31;0;0;0;255;0;22;0;0;1138;0;0;0;17;0;0;0;51;0;0;0;0;0;0;0;0;0;18;6;0;11;0;0;0;184;0;0;0;0;0;0;0;0;0;0;0;25
BactV5V7-BC364-235_S364_L001;993;0;66;0;0;0;700;0;226;0;0;0;5;20;5;34;0;0;27;0;0;0;27;10;119;0;69;0;0;55;18;10;0;0;828;61;0;94;0;100;0;0;0;6808;0;0;0;0;0;0;0;1168;0;23;13;282;0;7;2;0;18;80;0;0;0;0;0;0;0;49;0;0;7;0;0;0;0;0;0;151;0;0;0;140;21;138;0;0;0;0;35;0;0;0;0;0;8;0;4;0;34;25;383;19;0;0;985;0;75;0;1768;110;124;0;106;0;0;0;0;0;0;0;4;0;225;140;11;15;230;9;346;0;3;2;0;26;25;0;0;27;0;0;0;0;9;0;0;0;0;15;0;0;2;0;0;43;0;0;411;864;0;63;585;148;31;74;0;0;0;0;293;0;13;0;22;9;0;0;848;287;8;747;0;13;0;12;351;0;18;9;0;0;0;584;0;25;0;14;0;0;14;0;124;0;0;0;8;0;95;0;990;98;50;111;928;168;59;33;63;0;0;21;0;0;0;342;61;3;1272;0;0;3;0;0;0;0;0;0;433;216;302;6;2015;7;0;33;0;282;0;201;12;0;0;188;0;0;71;18;0;0;0;4;57;5;0;0;0;0;39;0;0;15;1085;386;0;4;91;0;0;26;107;0;118;2;0;1116;0;0;7;0;0;0;8;0;0;0;0;0;0;0;0;3;0;21;0;0;0;0;10;3;318;0;5;0;0;0;0;24;0;0;0;0;13
BactV5V7-BC356-227_S356_L001;832;0;59;0;0;0;474;0;133;0;0;0;12;38;0;14;10;0;12;0;0;0;61;14;100;0;180;0;0;388;4;16;0;0;793;146;0;86;0;182;0;0;0;5114;0;0;0;0;0;0;4;440;0;35;0;280;0;2;51;0;17;111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140;106;69;358;89;0;144;0;0;0;0;44;0;0;0;0;0;7;0;39;0;194;21;334;27;0;24;694;0;60;0;802;2970;128;100;112;0;0;0;0;0;0;0;0;0;379;131;0;15;175;0;367;2;7;0;2;55;14;0;7;48;0;0;107;0;0;0;20;0;0;0;0;0;51;0;0;1115;0;0;365;276;0;47;636;326;53;72;0;0;0;13;303;52;0;0;55;13;0;0;758;206;23;1057;0;0;2;24;248;0;4;0;0;0;0;634;100;14;0;37;0;0;76;0;66;0;0;0;984;0;102;0;982;92;31;72;161;111;12;2;608;0;0;0;0;0;0;171;55;153;945;0;0;0;0;7;0;2;0;4;586;95;206;0;1039;0;5;30;0;213;0;237;26;0;0;98;0;0;42;32;0;0;0;0;57;0;0;120;0;0;22;0;47;0;1130;273;0;0;97;0;0;0;177;0;24;5;0;967;8;0;42;0;35;0;5;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;4;178;5;0;0;0;0;0;13;0;0;0;0;13
BactV5V7-BC351-222_S351_L001;466;0;91;0;0;2;252;0;121;0;0;0;5;0;0;12;12;0;11;0;0;0;20;91;79;0;18;0;0;773;10;169;0;0;322;103;10;179;0;96;0;0;0;7038;0;0;0;0;0;0;0;1328;25;391;0;729;0;0;31;0;32;31;0;0;0;0;0;0;0;66;0;0;31;0;0;0;0;0;0;118;71;121;30;564;0;247;0;2;4;0;12;0;0;0;0;0;0;0;17;0;290;61;1315;0;0;5;328;55;10;0;854;589;46;11;110;0;0;2;0;0;0;31;0;0;311;63;32;0;95;0;120;0;0;0;0;19;23;0;3;36;0;0;485;0;0;0;20;2;0;0;0;0;53;0;0;756;0;0;115;109;0;57;569;48;67;359;0;0;0;37;135;124;64;3;20;0;6;0;510;242;0;332;0;15;0;26;179;60;0;2;0;0;0;612;0;0;0;28;0;0;0;0;407;0;0;0;177;0;29;2;378;0;14;89;800;106;14;47;2260;0;0;17;2;8;6;172;19;191;918;9;0;28;0;0;0;13;0;11;216;29;87;6;1927;113;0;16;0;260;0;188;21;0;0;94;0;0;28;25;0;0;0;0;132;0;0;0;3;0;14;0;12;11;680;523;0;2;9;0;6;0;140;0;68;0;0;636;0;0;0;13;0;0;13;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;187;0;11;0;0;0;0;0;0;0;0;0;16
BactV5V7-BC344-212_S344_L001;483;0;59;0;0;0;187;0;110;0;0;0;10;10;0;17;27;0;8;0;0;3;36;330;61;0;61;0;0;670;0;236;0;0;478;84;5;167;0;98;0;0;0;7152;0;16;0;0;0;0;0;1022;23;334;0;623;0;0;22;0;14;76;0;0;0;0;0;0;0;12;0;0;13;0;0;0;0;0;0;124;95;37;34;425;17;282;0;0;0;0;13;0;0;0;0;0;3;22;21;0;399;78;1716;0;0;0;281;0;26;0;822;683;32;31;77;0;0;0;0;0;0;7;0;0;425;66;13;0;56;0;90;0;0;0;0;45;18;0;0;62;0;4;170;0;0;0;14;0;0;0;0;0;37;0;0;706;0;0;196;116;0;44;694;93;69;496;0;0;0;39;197;48;41;0;26;13;2;0;511;180;0;269;0;9;0;22;268;47;14;6;7;0;0;543;0;0;0;33;0;0;9;9;256;0;0;0;211;0;51;7;904;22;30;72;907;56;8;47;2234;0;0;0;0;0;0;198;17;152;819;0;0;39;0;21;0;94;0;17;282;16;63;7;1537;39;0;12;0;227;0;153;17;0;0;80;0;2;37;19;0;0;0;0;131;0;32;12;0;0;11;0;36;0;675;419;0;0;79;0;0;10;169;0;36;0;0;559;0;0;0;35;20;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;6;0;0;140;0;0;0;10;0;0;0;0;0;0;0;12
