Sample_Name;Short_Sample;Sample_ID;Organism;Genotype;Compartment;Timepoint;Abbrev;Summary;shannon;p_value
60;BactV5V7-BC341-206_S341_L001;Bact_S206;206;H. vulgare;BI1;Rhizosphere;28 dpi;Hv;Hv_BI1_28dpi_Rhizosphere;1.60267133181668;0.0917615760105841
61;BactV5V7-BC342-207_S342_L001;Bact_S207;207;H. vulgare;WT;Soil;28 dpi;Hv;Hv_GP_28dpi_Soil;1.42409476457669;0.869603200016955
62;BactV5V7-BC343-208_S343_L001;Bact_S208;208;H. vulgare;BI1;Rhizosphere;28 dpi;Hv;Hv_BI1_28dpi_Rhizosphere;1.5267345049103;0.0917615760105841
63;BactV5V7-BC344-212_S344_L001;Bact_S212;212;H. vulgare;WT;Rhizosphere;28 dpi;Hv;Hv_GP_28dpi_Rhizosphere;1.32153282485202;0.0917615760105841
64;BactV5V7-BC345-213_S345_L001;Bact_S213;213;H. vulgare;WT;Rhizosphere;28 dpi;Hv;Hv_GP_28dpi_Rhizosphere;1.16091393574682;0.0917615760105841
65;BactV5V7-BC346-214_S346_L001;Bact_S214;214;H. vulgare;BI1;Rhizosphere;28 dpi;Hv;Hv_BI1_28dpi_Rhizosphere;1.28461537318767;0.0917615760105841
66;BactV5V7-BC348-216_S348_L001;Bact_S216;216;H. vulgare;WT;Rhizosphere;28 dpi;Hv;Hv_GP_28dpi_Rhizosphere;1.26661021724034;0.0917615760105841
67;BactV5V7-BC349-220_S349_L001;Bact_S220;220;H. vulgare;WT;Rhizosphere;28 dpi;Hv;Hv_GP_28dpi_Rhizosphere;1.28459372740423;0.0917615760105841
68;BactV5V7-BC350-221_S350_L001;Bact_S221;221;H. vulgare;BI1;Soil;28 dpi;Hv;Hv_BI1_28dpi_Soil;1.27778866273317;0.869603200016955
69;BactV5V7-BC351-222_S351_L001;Bact_S222;222;H. vulgare;BI1;Rhizosphere;28 dpi;Hv;Hv_BI1_28dpi_Rhizosphere;1.28088817456925;0.0917615760105841
70;BactV5V7-BC352-223_S352_L001;Bact_S223;223;H. vulgare;BI1;Soil;28 dpi;Hv;Hv_BI1_28dpi_Soil;1.54211212920261;0.869603200016955
71;BactV5V7-BC353-224_S353_L001;Bact_S224;224;H. vulgare;WT;Soil;28 dpi;Hv;Hv_GP_28dpi_Soil;1.41785226632409;0.869603200016955
72;BactV5V7-BC354-225_S354_L001;Bact_S225;225;H. vulgare;WT;Rhizosphere;28 dpi;Hv;Hv_GP_28dpi_Rhizosphere;1.40765242743356;0.0917615760105841
73;BactV5V7-BC355-226_S355_L001;Bact_S226;226;H. vulgare;WT;Soil;28 dpi;Hv;Hv_GP_28dpi_Soil;1.54093031547143;0.869603200016955
74;BactV5V7-BC356-227_S356_L001;Bact_S227;227;H. vulgare;BI1;Soil;28 dpi;Hv;Hv_BI1_28dpi_Soil;1.44618905271592;0.869603200016955
75;BactV5V7-BC357-228_S357_L001;Bact_S228;228;H. vulgare;BI1;Soil;28 dpi;Hv;Hv_BI1_28dpi_Soil;1.56234935832683;0.869603200016955
76;BactV5V7-BC358-229_S358_L001;Bact_S229;229;H. vulgare;BI1;Soil;28 dpi;Hv;Hv_BI1_28dpi_Soil;1.45018019187727;0.869603200016955
77;BactV5V7-BC359-230_S359_L001;Bact_S230;230;H. vulgare;WT;Soil;28 dpi;Hv;Hv_GP_28dpi_Soil;1.4053366986056;0.869603200016955
78;BactV5V7-BC360-231_S360_L001;Bact_S231;231;H. vulgare;BI1;Rhizosphere;28 dpi;Hv;Hv_BI1_28dpi_Rhizosphere;1.33419429831547;0.0917615760105841
79;BactV5V7-BC361-232_S361_L001;Bact_S232;232;H. vulgare;BI1;Rhizosphere;28 dpi;Hv;Hv_BI1_28dpi_Rhizosphere;1.36236455143533;0.0917615760105841
80;BactV5V7-BC362-233_S362_L001;Bact_S233;233;H. vulgare;BI1;Soil;28 dpi;Hv;Hv_BI1_28dpi_Soil;1.48090711062313;0.869603200016955
81;BactV5V7-BC363-234_S363_L001;Bact_S234;234;H. vulgare;BI1;Rhizosphere;28 dpi;Hv;Hv_BI1_28dpi_Rhizosphere;1.33351548620992;0.0917615760105841
82;BactV5V7-BC364-235_S364_L001;Bact_S235;235;H. vulgare;BI1;Soil;28 dpi;Hv;Hv_BI1_28dpi_Soil;1.41275508002338;0.869603200016955
83;BactV5V7-BC365-236_S365_L001;Bact_S236;236;H. vulgare;WT;Soil;28 dpi;Hv;Hv_GP_28dpi_Soil;1.50751937319105;0.869603200016955
84;BactV5V7-BC366-237_S366_L001;Bact_S237;237;H. vulgare;BI1;Soil;28 dpi;Hv;Hv_BI1_28dpi_Soil;1.53195270034426;0.869603200016955
85;BactV5V7-BC367-238_S367_L001;Bact_S238;238;H. vulgare;WT;Soil;28 dpi;Hv;Hv_GP_28dpi_Soil;1.32157492282247;0.869603200016955
86;BactV5V7-BC368-239_S368_L001;Bact_S239;239;H. vulgare;BI1;Soil;28 dpi;Hv;Hv_BI1_28dpi_Soil;1.4177410494383;0.869603200016955
87;BactV5V7-BC369-240_S369_L001;Bact_S240;240;H. vulgare;WT;Rhizosphere;28 dpi;Hv;Hv_GP_28dpi_Rhizosphere;1.02303051181514;0.0917615760105841
88;BactV5V7-BC370-241_S370_L001;Bact_S241;241;H. vulgare;WT;Rhizosphere;28 dpi;Hv;Hv_GP_28dpi_Rhizosphere;1.29931529453598;0.0917615760105841
