Sample_Name;Short_Sample;Sample_ID;Organism;Genotype;Compartment;Timepoint;Abbrev;Summary;shannon;p_value
74;BactV5V7-BC358-229_S358_L001;Bact_S229;229;H. vulgare;BI1;Soil;28 dpi;Hv;Hv_BI1_28dpi_Soil;2.15288315018166;0.25049920979496
75;BactV5V7-BC359-230_S359_L001;Bact_S230;230;H. vulgare;WT;Soil;28 dpi;Hv;Hv_GP_28dpi_Soil;2.24606594969701;0.25049920979496
76;BactV5V7-BC360-231_S360_L001;Bact_S231;231;H. vulgare;BI1;Rhizosphere;28 dpi;Hv;Hv_BI1_28dpi_Rhizosphere;2.05783635595065;0.0143780357557923
77;BactV5V7-BC361-232_S361_L001;Bact_S232;232;H. vulgare;BI1;Rhizosphere;28 dpi;Hv;Hv_BI1_28dpi_Rhizosphere;2.13760790441881;0.0143780357557923
78;BactV5V7-BC362-233_S362_L001;Bact_S233;233;H. vulgare;BI1;Soil;28 dpi;Hv;Hv_BI1_28dpi_Soil;2.00639925671338;0.25049920979496
79;BactV5V7-BC363-234_S363_L001;Bact_S234;234;H. vulgare;BI1;Rhizosphere;28 dpi;Hv;Hv_BI1_28dpi_Rhizosphere;2.14987913076807;0.0143780357557923
80;BactV5V7-BC364-235_S364_L001;Bact_S235;235;H. vulgare;BI1;Soil;28 dpi;Hv;Hv_BI1_28dpi_Soil;2.06031494878877;0.25049920979496
81;BactV5V7-BC365-236_S365_L001;Bact_S236;236;H. vulgare;WT;Soil;28 dpi;Hv;Hv_GP_28dpi_Soil;2.01047863623259;0.25049920979496
82;BactV5V7-BC366-237_S366_L001;Bact_S237;237;H. vulgare;BI1;Soil;28 dpi;Hv;Hv_BI1_28dpi_Soil;1.89704798477835;0.25049920979496
83;BactV5V7-BC367-238_S367_L001;Bact_S238;238;H. vulgare;WT;Soil;28 dpi;Hv;Hv_GP_28dpi_Soil;2.06438306752824;0.25049920979496
84;BactV5V7-BC368-239_S368_L001;Bact_S239;239;H. vulgare;BI1;Soil;28 dpi;Hv;Hv_BI1_28dpi_Soil;2.12536564971272;0.25049920979496
85;BactV5V7-BC369-240_S369_L001;Bact_S240;240;H. vulgare;WT;Rhizosphere;28 dpi;Hv;Hv_GP_28dpi_Rhizosphere;2.23167789548682;0.0143780357557923
86;BactV5V7-BC370-241_S370_L001;Bact_S241;241;H. vulgare;WT;Rhizosphere;28 dpi;Hv;Hv_GP_28dpi_Rhizosphere;2.18879310750061;0.0143780357557923
87;BactV5V7-BC371-242_S371_L001;Bact_S242;242;H. vulgare;BI1;Rhizosphere;28 dpi;Hv;Hv_BI1_28dpi_Rhizosphere;2.15664258614781;0.0143780357557923
88;BactV5V7-BC372-243_S372_L001;Bact_S243;243;H. vulgare;BI1;Rhizosphere;28 dpi;Hv;Hv_BI1_28dpi_Rhizosphere;2.17361820786394;0.0143780357557923
89;BactV5V7-BC373-244_S373_L001;Bact_S244;244;H. vulgare;WT;Soil;28 dpi;Hv;Hv_GP_28dpi_Soil;2.1990563847398;0.25049920979496
90;BactV5V7-BC374-245_S374_L001;Bact_S245;245;H. vulgare;BI1;Soil;28 dpi;Hv;Hv_BI1_28dpi_Soil;1.9715111684384;0.25049920979496
91;BactV5V7-BC375-246_S375_L001;Bact_S246;246;H. vulgare;WT;Soil;28 dpi;Hv;Hv_GP_28dpi_Soil;1.91380234208076;0.25049920979496
92;BactV5V7-BC376-247_S376_L001;Bact_S247;247;H. vulgare;WT;Soil;28 dpi;Hv;Hv_GP_28dpi_Soil;1.97768279337164;0.25049920979496
93;BactV5V7-BC377-248_S377_L001;Bact_S248;248;H. vulgare;WT;Rhizosphere;28 dpi;Hv;Hv_GP_28dpi_Rhizosphere;2.19597479070192;0.0143780357557923
