V1;Actinophytocola.sp..I10A.01801;Adhaeribacter.terreus;Agrobacterium.larrymoorei;Allocatelliglobosispora.scoriae;Ambiguous_taxa;Azospirillum.lipoferum;Azospirillum.lipoferum.4B;Azospirillum.sp..enrichment.culture.clone.Van11;Bacillus.acidiceler;Bacillus.gibsonii;Bacillus.nealsonii;Bacteriovorax.sp..EPC3;Bacteroidetes.bacterium;Caballeronia.glathei;Catellatospora.sp..RI59.SDHV.102;Chlamydiae.bacterium.Ga0074140;Cytophaga.sp..JSC.P2.223.10;Dinobryon.sp..FU22KAK;Flavobacterium.hauense;Flavobacterium.sp..DK6;Flavobacterium.sp..JM.222;Flavobacterium.sp..NW20;Gaiella.occulta;Kocuria.rhizophila;Mesorhizobium.sp..YJ06;Neorhizobium.huautlense;Nocardioides.sp.;Paenibacillus.alginolyticus;Paenibacillus.antarcticus;Paenibacillus.borealis;Paenibacillus.curdlanolyticus;Paenibacillus.glycanilyticus;Paenibacillus.graminis;Paenibacillus.hunanensis;Paenibacillus.kobensis;Paenibacillus.mucilaginosus;Paenibacillus.pectinilyticus;Paenibacillus.polymyxa;Paenibacillus.prosopidis;Paenibacillus.sp..B18;Paenibacillus.sp..B48.2010.;Paenibacillus.sp..BAB.5368;Paenibacillus.sp..BF32;Paenibacillus.sp..KJ012;Paenibacillus.sp..Soil766;Paenibacillus.sp..enrichment.culture.clone.LDC.4;Paenibacillus.typhae;Paraburkholderia.caribensis;Paracoccus.marinus;Rhizobium.cellulosilyticum;Rhodococcus.hoagii;Shinella.sp..SR.5.03;Solitalea.canadensis;Sphingomonas.sp..Bg12ra;Sphingomonas.sp..Cra17;Sphingomonas.sp..MIMD3;Sphingomonas.sp..TSK.1;Streptococcus.salivarius.subsp..thermophilus;Streptomyces.acidiscabies;Streptomyces.scabrisporus;Streptomyces.sp..NRRL.F.5123;Symbiobacterium.turbinis;Williamsia.faeni;actinobacterium.WWH12;bacterium;bacterium.YC.ZSS.LKJ142;bacterium.enrichment.culture.clone.ecb12;bacterium.ii1209;beta.proteobacterium.pACH94;delta.proteobacterium.WX81;endosymbiont.of.Acanthamoeba.sp..EI5;metagenome;uncultured.Acanthamoeba;uncultured.Acidimicrobiales.bacterium;uncultured.Acidobacteria.bacterium;uncultured.Acidobacterium.sp.;uncultured.Actinomycetales.bacterium;uncultured.Alicyclobacillaceae.bacterium;uncultured.Asticcacaulis.sp.;uncultured.Bacilli.bacterium;uncultured.Bacillus.sp.;uncultured.Bacteroidetes.bacterium;uncultured.Burkholderiaceae.bacterium;uncultured.Cellulosilyticum.sp.;uncultured.Cellvibrio.sp.;uncultured.Chitinophagaceae.bacterium;uncultured.Chlamydiales.bacterium;uncultured.Chloroflexaceae.bacterium;uncultured.Clostridium.sp.;uncultured.Coxiellaceae.bacterium;uncultured.Desulfosporosinus.sp.;uncultured.Desulfuromonadaceae.bacterium;uncultured.Desulfuromonadales.bacterium;uncultured.Dokdonella.sp.;uncultured.Ferruginibacter.sp.;uncultured.Firmicutes.bacterium;uncultured.Gemmatimonadaceae.bacterium;uncultured.Gemmatimonadales.bacterium;uncultured.Gemmatimonadetes.bacterium;uncultured.Geobacteraceae.bacterium;uncultured.Holophaga.sp.;uncultured.Hyphomicrobiaceae.bacterium;uncultured.Kofleriaceae.bacterium;uncultured.Massilia.sp.;uncultured.Myxococcales.bacterium;uncultured.Nannocystineae.bacterium;uncultured.Nitrospira.sp.;uncultured.Paenibacillus.sp.;uncultured.Polyangiaceae.bacterium;uncultured.Prosthecomicrobium.sp.;uncultured.Rhodocyclaceae.bacterium;uncultured.Rhodospirillales.bacterium;uncultured.Rubrobacterales.bacterium;uncultured.Solirubrobacter.sp.;uncultured.Sphingomonadaceae.bacterium;uncultured.Telluria.sp.;uncultured.Xanthomonadaceae.bacterium;uncultured.actinobacterium;uncultured.alpha.proteobacterium;uncultured.bacterium;uncultured.beta.proteobacterium;uncultured.compost.bacterium;uncultured.gamma.proteobacterium;uncultured.microorganism;uncultured.organism;uncultured.prokaryote;uncultured.proteobacterium;uncultured.soil.bacterium;unidentified.eubacterium.clone.BSV51
BactV5V7-BC33-89_S33_L001;0.188648522912305;0;0.00232612235403582;0;0;0.105140730402419;0;0;0;0.0886252616887648;0;0;0;0;0;0;0;0;0;0.0204698767155152;0;0;0;0;0;0;0;0;0.169574319609211;0;0.00744359153291463;0.00488485694347523;0.0295417538962549;0.00767620376831821;0;0;0.00535008141428239;0.0897883228657827;0;0;0.00511746917887881;0;0.00418702023726448;0;0;0.0983949755757153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0521051407304024;0;0;0;0;0;0;0;0;0.0039544080018609;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00348918353105373;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00186089788322866;0;0.0686206094440568;0.0148871830658293;0;0;0;0;0;0;0.00232612235403582;0
BactV5V7-BC28-68_S28_L001;0.0672363391050146;0;0;0;0;0.0577917697324039;0;0;0;0.0492466831571846;0;0;0;0;0;0;0;0;0;0.00584663818304475;0;0;0;0;0;0;0;0;0.151787722059816;0;0;0;0;0;0;0.0119181470654374;0;0.0386777602878345;0.00764560377782775;0;0;0;0;0.0112435349673937;0;0.0409264672813132;0;0;0.00494715538565325;0;0.005396896784349;0;0;0;0;0;0;0;0;0;0;0.00652125028108837;0;0;0;0;0;0;0;0;0;0;0.122104789745896;0;0.00134922419608725;0;0;0;0.007195862379132;0;0;0;0;0;0.00337306049021812;0;0;0.0008994827973915;0;0;0.0260850011243535;0;0;0;0;0;0.001798965594783;0;0;0;0;0;0;0.00112435349673937;0;0;0.00112435349673937;0;0;0;0;0;0;0;0;0;0;0;0.003597931189566;0;0.366988981335732;0;0.00404767258826175;0;0;0;0;0;0;0
BactV5V7-BC17-42_S17_L001;0.315539983511954;0;0;0;0;0.16962077493817;0;0;0;0.0267930750206101;0;0;0.00432811211871393;0;0;0;0;0;0;0;0;0.016075845012366;0;0;0;0;0;0;0.104080791426216;0;0;0;0;0;0;0;0;0.0206100577081616;0;0;0;0;0;0.00226710634789777;0;0;0;0;0;0;0;0;0;0;0;0;0.00453421269579555;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0570898598516076;0;0;0.00103050288540808;0;0.0125721352019786;0;0;0;0;0;0;0;0;0;0.00370981038746909;0;0.00288540807914262;0.00412201154163232;0;0;0.00721352019785655;0;0;0.0051525144270404;0;0;0;0;0;0;0;0;0.00556471558120363;0;0;0;0;0.000412201154163232;0;0;0;0;0.0282357790601814;0;0;0.00886232481450948;0;0.171269579554823;0;0;0;0;0.00288540807914262;0;0;0.010717230008244;0.00535861500412201
BactV5V7-BC4-12_S4_L001;0.160291438979964;0;0;0.0200364298724954;0;0.188423396073669;0;0;0;0.0129528435539365;0;0;0;0;0;0;0;0;0;0.00404776361060514;0;0;0;0.00728597449908925;0.0042501517911354;0;0;0.000809552722121028;0.0696215341024084;0;0.0248937462052216;0;0;0.0289415098158268;0.00647642177696823;0;0;0.0412871888281724;0;0;0;0;0;0;0;0.0327868852459016;0.0028334345274236;0.00222626998583283;0;0;0.0042501517911354;0.0099170208459826;0;0;0;0;0;0;0.00769075086014977;0;0;0;0.00728597449908925;0;0.00505970451325643;0;0;0;0;0;0;0;0.141064561829589;0;0;0;0;0;0;0;0;0;0;0.00182149362477231;0.00222626998583283;0;0;0;0;0;0.0196316535114349;0;0;0;0.00364298724954463;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00688119813802874;0;0;0.00485731633272617;0;0.124671119206638;0.007083586318559;0;0;0;0.007083586318559;0.00121432908318154;0;0;0
BactV5V7-BC25-58_S25_L001;0.0939558310732274;0.0831073227431228;0;0;0;0.287098024021697;0;0;0;0.0488182874854707;0;0;0;0;0;0.00561797752808989;0;0;0;0.0170476559473072;0;0;0;0.00445563734986439;0.00619914761720263;0;0;0;0.0999612553273925;0;0.00736148779542813;0;0;0;0;0.00406819062378923;0;0.0298333979077877;0;0;0.0065865943432778;0.00251840371948857;0;0.0168539325842697;0.0292522278186749;0.038938395970554;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0577295621851995;0;0;0;0;0;0;0;0;0;0;0;0;0.0122045718713677;0;0;0;0;0.0145292522278187;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00523053080201472;0.00542425416505231;0;0;0;0.0978302983339791;0;0.00600542425416505;0;0;0;0;0;0.000968616815187912;0
BactV5V7-BC197-5_S197_L001;0.254256965944272;0;0.00677244582043344;0;0;0.205495356037152;0;0.00193498452012384;0;0;0;0;0.00367647058823529;0;0;0;0;0;0;0.00193498452012384;0;0;0;0;0;0;0;0.00174148606811146;0.00270897832817337;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00793343653250774;0;0;0;0.00270897832817337;0;0;0;0;0;0;0;0;0.000773993808049536;0;0;0.0048374613003096;0;0;0;0;0;0;0;0.0723684210526316;0;0;0;0;0;0;0.00232198142414861;0;0;0;0.00251547987616099;0;0;0;0;0.00212848297213622;0;0;0;0;0;0.00464396284829721;0.000773993808049536;0;0;0.00290247678018576;0.000386996904024768;0.00251547987616099;0;0.00154798761609907;0;0;0.00464396284829721;0;0.00096749226006192;0;0;0;0.00135448916408669;0;0;0;0.138351393188854;0.019156346749226;0;0.00232198142414861;0;0.230456656346749;0.0071594427244582;0;0.00406346749226006;0;0;0;0.00193498452012384;0.00232198142414861;0
BactV5V7-BC56-178_S56_L001;0.32147612706867;0;0;0;0;0.203918584744151;0;0;0.00646756705345254;0;0;0;0.0051360091306829;0;0;0;0;0;0;0.00684801217424387;0;0;0.0159786950732357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00285333840593494;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00190222560395663;0;0.00399467376830892;0.0222560395662926;0;0;0;0;0;0;0;0.0583983260414685;0;0;0.000380445120791326;0;0;0.000380445120791326;0;0;0;0.000760890241582652;0;0.0264409358949971;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00437511888910025;0.00133155792276964;0;0;0.00627734449305688;0;0;0.000760890241582652;0.000380445120791326;0;0.065436560776108;0;0;0.00190222560395663;0;0.211337264599582;0.000951112801978315;0;0.00913068289899182;0;0.00304356096633061;0;0;0.0051360091306829;0
BactV5V7-BC16-40_S16_L001;0.104837226411624;0;0;0;0;0.2538164428913;0;0;0;0.0573845870884679;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.116976273680338;0;0.00680522346882472;0;0;0;0;0.00423027404818834;0;0.0351296670958249;0;0;0;0;0;0;0;0.0439580651094353;0;0;0;0;0.00294279933787015;0;0;0;0;0;0;0;0.00312672429648703;0;0;0;0;0;0;0;0.00294279933787015;0;0;0;0;0;0.0331064925510392;0;0;0;0;0.00147139966893507;0;0;0;0;0;0;0;0;0;0.0023910244620195;0;0;0.0167371712341365;0;0;0;0.00202317454478573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00183924958616884;0;0;0.00827662313775979;0.000919624793084422;0.280117711973515;0.000735699834467537;0.00183924958616884;0;0;0;0;0;0;0
BactV5V7-BC224-79_S224_L001;0.222794117647059;0;0;0;0;0.207536764705882;0;0;0;0;0;0;0.00753676470588235;0.000735294117647059;0;0;0;0.0141544117647059;0;0.0102941176470588;0;0;0.0132352941176471;0;0;0;0;0.00294117647058824;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00238970588235294;0;0;0.00165441176470588;0;0;0;0;0;0;0;0;0;0.00569852941176471;0;0;0;0.00992647058823529;0;0;0;0;0;0;0;0.0829044117647059;0;0;0;0;0.00238970588235294;0;0;0;0.00330882352941176;0.000919117647058824;0;0;0;0.00496323529411765;0;0;0.00202205882352941;0;0;0;0.00110294117647059;0;0;0;0;0.00294117647058824;0;0.0137867647058824;0;0.00183823529411765;0;0;0.003125;0;0.00165441176470588;0;0;0.003125;0;0;0;0;0.114705882352941;0.0292279411764706;0.00165441176470588;0.00183823529411765;0;0.203308823529412;0.0132352941176471;0;0;0;0.00220588235294118;0;0.00147058823529412;0.00588235294117647;0
BactV5V7-BC228-84_S228_L001;0.237639553429027;0;0.00744284954811271;0;0;0.188197767145136;0;0.00212652844231792;0;0;0;0;0;0;0.00212652844231792;0;0;0;0.0024809498493709;0.00797448165869218;0;0.00159489633173844;0.00318979266347687;0;0;0;0;0.00850611376927166;0.00443026758816233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00620237462342726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00779727095516569;0;0;0.000886053517632465;0;0;0;0;0.0834662413609782;0;0;0;0;0.00230373914584441;0;0;0;0;0;0;0;0;0.00443026758816233;0.000354421407052986;0;0;0;0;0;0;0;0;0;0;0.00478468899521531;0;0;0;0.000708842814105972;0;0;0.00478468899521531;0.00230373914584441;0.00141768562821194;0;0;0;0.0026581605528974;0;0.00567074251284778;0;0.180754917597023;0.025872762714868;0;0;0;0.184653553074606;0;0;0;0;0.00283537125642389;0;0;0.00567074251284778;0
BactV5V7-BC19-44_S19_L001;0.102306744145096;0;0;0;0;0.126606796971298;0;0;0;0.0163761225567882;0;0;0;0;0;0;0;0;0;0.00193696073252333;0;0;0;0;0.00369783412572636;0;0;0;0.0288783236485297;0;0.00422609614368727;0;0;0;0;0;0;0.0112695897164994;0;0;0.00440218348300757;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00211304807184363;0;0;0;0;0;0;0;0;0;0;0;0;0;0.594118682866702;0;0;0;0;0;0;0;0;0;0;0;0.000880436696601514;0;0;0;0;0;0.00440218348300757;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00510653284028878;0;0;0.00387392146504666;0.00281739742912485;0.0757175559077302;0.00176087339320303;0;0;0;0;0;0;0.00123261137524212;0
BactV5V7-BC227-83_S227_L001;0.27929920054431;0;0.00799455689743154;0;0;0.17043714917503;0;0;0;0;0;0;0;0;0.00255145432896751;0;0;0;0;0;0;0;0;0;0;0;0;0.00408232692634802;0.00510290865793502;0;0;0;0;0;0;0;0;0;0;0;0.00272155128423201;0;0;0;0;0;0;0;0.00578329647899303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00714407212110903;0.00442252083687702;0;0;0;0;0;0;0.0928729375744174;0;0;0;0.0103759142711345;0.00663378125531553;0;0.00306174519476101;0;0;0;0;0;0;0.00629358734478653;0.000680387821058003;0;0;0;0;0;0.00646368430005103;0;0;0;0;0.00289164823949651;0;0;0;0;0;0;0.00527300561319952;0.00306174519476101;0;0;0;0;0.00493281170267052;0;0;0;0.150705902364348;0.0216023133185916;0;0;0;0.166014628338153;0.00714407212110903;0;0.00527300561319952;0;0;0;0.00561319952372853;0.00510290865793502;0
BactV5V7-BC232-88_S232_L001;0.228619528619529;0;0.00538720538720539;0;0;0.184848484848485;0;0.00185185185185185;0.00404040404040404;0;0;0;0;0;0.00420875420875421;0;0;0;0;0.00387205387205387;0;0.0069023569023569;0.0148148148148148;0;0;0;0;0.00606060606060606;0;0;0.00286195286195286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0153198653198653;0;0;0;0.00286195286195286;0;0;0;0;0;0;0;0;0;0;0;0.00909090909090909;0;0;0;0;0;0;0;0.116835016835017;0;0;0;0;0.00202020202020202;0;0.0037037037037037;0;0;0;0;0;0;0.00538720538720539;0;0;0;0;0;0;0;0.00202020202020202;0;0;0;0.00387205387205387;0;0;0;0.000336700336700337;0;0;0.00286195286195286;0;0.00202020202020202;0;0;0;0.00808080808080808;0;0.000673400673400673;0;0.145791245791246;0.0124579124579125;0;0.00151515151515152;0;0.175420875420875;0;0;0.00622895622895623;0;0;0.00622895622895623;0.00471380471380471;0.000673400673400673;0
BactV5V7-BC195-3_S195_L001;0.228528876385901;0;0;0;0;0.192454079099785;0;0.00165480721495946;0;0;0;0;0;0;0;0;0;0;0;0.00810855535330134;0.000992884328975674;0.00877047823928512;0.0168790335925865;0;0;0;0.0018202879364554;0;0.00231673010094324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00943240112526891;0;0.00430249875889459;0;0;0;0;0;0;0;0;0;0;0;0.00926692040377296;0;0;0;0;0;0;0;0.0893595896078107;0;0;0;0;0.00198576865795135;0;0;0;0;0.00115836505047162;0.00678470958133377;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00595730597385405;0.00512990236637432;0;0;0;0;0;0;0.00529538308787026;0;0;0;0;0.000496442164487837;0.00215124937944729;0.000992884328975674;0;0;0.137348998841635;0.01836836008605;0;0.00132384577196757;0;0.209995035578355;0.0102598047327486;0;0.00645374813834188;0;0;0;0;0.000661922885983783;0
BactV5V7-BC236-93_S236_L001;0.245634266886326;0;0.0070840197693575;0;0.00345963756177924;0.198187808896211;0;0.00263591433278418;0;0;0;0;0.0057660626029654;0;0;0;0;0;0;0.00593080724876442;0;0.00790774299835255;0.00658978583196046;0;0;0;0;0;0.00345963756177924;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00197693574958814;0.00823723228995058;0.000988467874794069;0;0;0;0;0;0;0.0953871499176277;0;0;0;0;0.00181219110378913;0;0;0;0;0.00197693574958814;0;0;0;0.00823723228995058;0;0;0;0;0;0;0;0;0;0;0;0.00461285008237232;0;0;0;0.000329489291598023;0;0;0.00461285008237232;0.00263591433278418;0;0;0;0.000658978583196046;0;0;0.00263591433278418;0;0.140362438220758;0.014497528830313;0;0.000494233937397035;0.00181219110378913;0.195551894563427;0;0;0.00691927512355848;0;0;0.00378912685337727;0.00675453047775947;0.000494233937397035;0
BactV5V7-BC231-87_S231_L001;0.21283950617284;0;0;0;0;0.172839506172839;0;0.00444444444444444;0;0;0;0;0;0;0.00444444444444444;0;0;0;0;0.0111934156378601;0.0042798353909465;0.000493827160493827;0.0120164609053498;0;0;0;0;0;0.00460905349794239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0213991769547325;0;0;0;0;0;0;0;0.000329218106995885;0;0;0;0;0;0;0;0.00493827160493827;0;0;0;0;0;0;0;0.129711934156379;0;0;0;0.00806584362139918;0.00065843621399177;0;0;0;0;0.000987654320987654;0.00329218106995885;0;0;0.00510288065843621;0;0;0;0;0;0;0;0;0;0.000493827160493827;0;0.000493827160493827;0;0;0;0;0.00213991769547325;0;0.000493827160493827;0.00164609053497942;0;0;0;0;0;0;0.000987654320987654;0;0.174156378600823;0.0202469135802469;0;0.000987654320987654;0;0.169382716049383;0.0121810699588477;0;0.00559670781893004;0;0.00131687242798354;0;0;0.00460905349794239;0
BactV5V7-BC13-33_S13_L001;0.130356263339353;0;0;0;0;0.366278115252011;0;0;0;0.052372352651453;0;0.0129699556723034;0;0;0;0;0;0;0;0;0;0;0.00623871285503201;0;0.0049252996223937;0;0;0;0.0952224593662781;0;0.00279100311935643;0;0;0;0;0;0;0.0449844032178624;0;0;0.00394023969791496;0;0;0;0;0.0645214250533574;0;0;0;0;0;0;0;0;0;0;0;0;0.00180594319487769;0;0;0;0;0;0.00197011984895748;0;0.0032835330815958;0;0;0;0;0;0.0203579051058939;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000985059924478739;0;0.00180594319487769;0.00394023969791496;0;0;0;0;0;0;0;0;0;0;0;0.00032835330815958;0;0;0;0;0;0;0;0;0;0;0.00229847315711706;0;0.00574618289279265;0.0201937284518142;0;0;0;0.128550320144475;0.00886553932030865;0.00147758988671811;0.00361188638975538;0.00114923657855853;0.00213429650303727;0;0;0;0
BactV5V7-BC196-4_S196_L001;0.231874591770085;0;0.00408229915088178;0;0;0.168027433050294;0;0.00228608752449379;0;0;0;0;0;0;0;0;0;0;0.00440888308295232;0.00326583932070542;0.00391900718484651;0.00277596342259961;0;0;0;0;0;0.00375571521881123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00555192684519922;0;0;0;0.00195950359242325;0;0.00212279555845852;0;0;0;0;0;0;0;0;0;0.00996080992815153;0.00244937949052907;0;0;0;0;0;0;0.111854996734161;0;0;0.00146962769431744;0;0.000816459830176355;0;0.00310254735467015;0;0;0.000326583932070542;0;0.0011430437622469;0;0;0.000653167864141084;0;0;0;0;0;0;0;0;0;0.00163291966035271;0.00310254735467015;0;0;0;0.000326583932070542;0.00342913128674069;0;0.00179621162638798;0;0.00130633572828217;0;0;0;0.0062050947093403;0;0;0;0.15953625081646;0.0177988242978445;0;0;0.000653167864141084;0.217504898758981;0;0;0.0062050947093403;0.000326583932070542;0;0.00310254735467015;0;0;0
BactV5V7-BC233-90_S233_L001;0.283628103196495;0;0;0;0;0.205419438585105;0;0.00243387960408892;0;0;0;0;0;0;0.00389420736654227;0;0;0;0;0.00567905240954081;0.00113581048190816;0;0.00567905240954081;0;0;0;0;0.00795067337335713;0.00438098328736005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0295310725296122;0;0;0;0.00178484504299854;0;0;0;0;0;0;0;0;0;0;0;0.00713938017199416;0;0;0;0;0;0;0;0.087619665747201;0;0;0.00162258640272595;0.00405646600681486;0.00243387960408892;0;0.00356969008599708;0;0;0;0.00421872464708746;0;0;0.00616582833035859;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00438098328736005;0.00194710368327113;0.00113581048190816;0;0.0029206555249067;0;0;0.000811293201362973;0.00340743144572448;0;0.119746876521175;0.0209313645951647;0;0.000811293201362973;0.00227162096381632;0.150413759532695;0;0;0.0058413110498134;0;0.00243387960408892;0;0.00519227648872302;0.000486775920817784;0
BactV5V7-BC338-193_S338_L001;0.205791943051286;0;0;0;0;0.314188642614464;0;0.00453001132502831;0;0;0;0;0;0;0;0;0;0;0;0.00825109205630157;0;0.00630965863128944;0.0184436175376153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00533894191878337;0;0;0.00323572237502022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00501536968128135;0;0;0;0;0;0;0;0.0910855848568193;0;0;0;0;0.00113250283125708;0.000323572237502022;0.00453001132502831;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00420643908752629;0.00194143342501213;0;0;0.00275036401876719;0.00113250283125708;0.00129428895000809;0.00177964730626112;0;0;0.000970716712506067;0;0.00355929461252225;0.00194143342501213;0;0;0;0.00177964730626112;0.00647144475004045;0.000647144475004045;0;0;0.106778838375667;0;0;0.000970716712506067;0.000485358356253033;0.180067950169875;0.0058243002750364;0;0.00339750849377123;0;0;0.000485358356253033;0.000485358356253033;0.000323572237502022;0
BactV5V7-BC76-211_S76_L001;0.105924317617866;0;0;0;0;0.328629032258065;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00837468982630273;0;0.00372208436724566;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00232630272952854;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.491160049627792;0;0;0;0;0;0;0.000620347394540943;0;0;0;0;0;0.0352047146401985;0;0;0;0;0;0;0;0;0;0;0;0.00356699751861042;0;0;0;0;0;0.000620347394540943;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0172146401985112;0;0;0;0;0;0.000775434243176179;0;0;0
BactV5V7-BC372-243_S372_L001;0.200247218788628;0;0;0;0;0.244437577255871;0;0.0261124845488257;0.00556242274412855;0;0;0;0;0.000927070457354759;0.0015451174289246;0;0;0.000772558714462299;0;0.00463535228677379;0;0.00185414091470952;0.0125154511742892;0;0;0.00185414091470952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.118201483312732;0;0;0;0;0;0;0;0;0;0.00030902348578492;0;0.00618046971569839;0;0.00494437577255871;0.00139060568603214;0;0;0.000772558714462299;0;0;0.0183868974042027;0;0;0;0;0.00293572311495674;0;0.00247218788627936;0;0.0015451174289246;0;0;0.00278121137206428;0.0015451174289246;0;0;0;0;0.0205500618046972;0;0;0;0.105995055624227;0;0;0.00139060568603214;0.00030902348578492;0.180778739184178;0.00957972805933251;0;0.00509888751545117;0;0;0.00370828182941904;0;0.00788009888751545;0
BactV5V7-BC61-183_S61_L001;0.102113219188647;0;0;0;0;0.752583680394879;0;0.00169674533395033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00308499151627333;0;0;0;0;0;0.00478173685022366;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0123399660650933;0;0;0.00123399660650933;0;0;0;0;0;0;0;0;0;0;0;0.004164738546969;0;0;0;0;0;0;0;0;0;0;0;0;0.012031466913466;0.000616998303254666;0;0;0;0;0.000616998303254666;0.002313743637205;0.00478173685022366;0;0;0;0.046737621471541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000462748727441;0.0490513651087459;0;0;0;0;0;0;0;0;0
BactV5V7-BC340-204_S340_L001;0.148376173618593;0;0;0;0;0.243650915807296;0.00277050946590734;0.02262582730491;0.0204709866092042;0;0;0;0;0.00261659227335693;0;0.00230875788825612;0;0;0;0;0;0.00184700631060489;0.00461751577651224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00230875788825612;0;0;0;0;0;0.00138525473295367;0;0;0.00538710173926428;0;0;0;0;0;0;0;0;0.00569493612436509;0;0;0;0;0;0;0;0.104355856549177;0;0;0;0;0.000923503155302447;0;0.00430968139141142;0;0;0;0;0.0101585347083269;0;0;0;0;0;0.000769585962752039;0;0;0.0210866553794059;0;0.00446359858396183;0;0;0;0;0;0;0;0;0;0.00415576419886101;0;0.00153917192550408;0;0;0;0.0096967831306757;0;0;0;0.0921963983376943;0.012467292596583;0;0;0;0.255194705248576;0.000769585962752039;0;0;0;0.00138525473295367;0;0;0.00877327997537325;0
BactV5V7-BC230-95_S230_L001;0.220437509560961;0;0;0;0.00168272908061802;0.208658405996635;0;0.00321248279027077;0;0;0;0;0;0;0;0;0;0;0;0.0177451430319719;0;0.00764876854826373;0.00642496558054153;0;0;0;0;0.00810769466115955;0.00504818724185406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00520116261281934;0;0.00566008872571516;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00428331038702769;0;0;0;0;0;0;0;0.100810769466116;0;0;0;0;0.00397735964509714;0;0.00275355667737494;0;0;0;0;0;0;0.00443628575799296;0;0;0;0;0;0;0;0.00214165519351384;0;0;0.00152975370965275;0.00428331038702769;0.00229463056447912;0;0;0;0.0018357044515833;0;0;0.0018357044515833;0;0;0;0;0.00305950741930549;0;0.00168272908061802;0;0.138595686094539;0.0226403549028606;0;0;0;0.194431696496864;0;0;0.00688389169343736;0;0;0;0.00290653204834022;0.00321248279027077;0
