V1;Actinophytocola.sp..I10A.01801;Adhaeribacter.terreus;Agrobacterium.larrymoorei;Allocatelliglobosispora.scoriae;Ambiguous_taxa;Azospirillum.lipoferum;Azospirillum.lipoferum.4B;Azospirillum.sp..enrichment.culture.clone.Van11;Bacillus.acidiceler;Bacillus.gibsonii;Bacillus.nealsonii;Bacteriovorax.sp..EPC3;Bacteroidetes.bacterium;Caballeronia.glathei;Catellatospora.sp..RI59.SDHV.102;Chlamydiae.bacterium.Ga0074140;Cytophaga.sp..JSC.P2.223.10;Dinobryon.sp..FU22KAK;Flavobacterium.hauense;Flavobacterium.sp..DK6;Flavobacterium.sp..JM.222;Flavobacterium.sp..NW20;Gaiella.occulta;Kocuria.rhizophila;Mesorhizobium.sp..YJ06;Neorhizobium.huautlense;Nocardioides.sp.;Paenibacillus.alginolyticus;Paenibacillus.antarcticus;Paenibacillus.borealis;Paenibacillus.curdlanolyticus;Paenibacillus.glycanilyticus;Paenibacillus.graminis;Paenibacillus.hunanensis;Paenibacillus.kobensis;Paenibacillus.mucilaginosus;Paenibacillus.pectinilyticus;Paenibacillus.polymyxa;Paenibacillus.prosopidis;Paenibacillus.sp..B18;Paenibacillus.sp..B48.2010.;Paenibacillus.sp..BAB.5368;Paenibacillus.sp..BF32;Paenibacillus.sp..KJ012;Paenibacillus.sp..Soil766;Paenibacillus.sp..enrichment.culture.clone.LDC.4;Paenibacillus.typhae;Paraburkholderia.caribensis;Paracoccus.marinus;Rhizobium.cellulosilyticum;Rhodococcus.hoagii;Shinella.sp..SR.5.03;Solitalea.canadensis;Sphingomonas.sp..Bg12ra;Sphingomonas.sp..Cra17;Sphingomonas.sp..MIMD3;Sphingomonas.sp..TSK.1;Streptococcus.salivarius.subsp..thermophilus;Streptomyces.acidiscabies;Streptomyces.scabrisporus;Streptomyces.sp..NRRL.F.5123;Symbiobacterium.turbinis;Williamsia.faeni;actinobacterium.WWH12;bacterium;bacterium.YC.ZSS.LKJ142;bacterium.enrichment.culture.clone.ecb12;bacterium.ii1209;beta.proteobacterium.pACH94;delta.proteobacterium.WX81;endosymbiont.of.Acanthamoeba.sp..EI5;metagenome;uncultured.Acanthamoeba;uncultured.Acidimicrobiales.bacterium;uncultured.Acidobacteria.bacterium;uncultured.Acidobacterium.sp.;uncultured.Actinomycetales.bacterium;uncultured.Alicyclobacillaceae.bacterium;uncultured.Asticcacaulis.sp.;uncultured.Bacilli.bacterium;uncultured.Bacillus.sp.;uncultured.Bacteroidetes.bacterium;uncultured.Burkholderiaceae.bacterium;uncultured.Cellulosilyticum.sp.;uncultured.Cellvibrio.sp.;uncultured.Chitinophagaceae.bacterium;uncultured.Chlamydiales.bacterium;uncultured.Chloroflexaceae.bacterium;uncultured.Clostridium.sp.;uncultured.Coxiellaceae.bacterium;uncultured.Desulfosporosinus.sp.;uncultured.Desulfuromonadaceae.bacterium;uncultured.Desulfuromonadales.bacterium;uncultured.Dokdonella.sp.;uncultured.Ferruginibacter.sp.;uncultured.Firmicutes.bacterium;uncultured.Gemmatimonadaceae.bacterium;uncultured.Gemmatimonadales.bacterium;uncultured.Gemmatimonadetes.bacterium;uncultured.Geobacteraceae.bacterium;uncultured.Holophaga.sp.;uncultured.Hyphomicrobiaceae.bacterium;uncultured.Kofleriaceae.bacterium;uncultured.Massilia.sp.;uncultured.Myxococcales.bacterium;uncultured.Nannocystineae.bacterium;uncultured.Nitrospira.sp.;uncultured.Paenibacillus.sp.;uncultured.Polyangiaceae.bacterium;uncultured.Prosthecomicrobium.sp.;uncultured.Rhodocyclaceae.bacterium;uncultured.Rhodospirillales.bacterium;uncultured.Rubrobacterales.bacterium;uncultured.Solirubrobacter.sp.;uncultured.Sphingomonadaceae.bacterium;uncultured.Telluria.sp.;uncultured.Xanthomonadaceae.bacterium;uncultured.actinobacterium;uncultured.alpha.proteobacterium;uncultured.bacterium;uncultured.beta.proteobacterium;uncultured.compost.bacterium;uncultured.gamma.proteobacterium;uncultured.microorganism;uncultured.organism;uncultured.prokaryote;uncultured.proteobacterium;uncultured.soil.bacterium;unidentified.eubacterium.clone.BSV51
BactV5V7-BC367-238_S367_L001;0.164659652680948;0;0;0;0;0.167828622132083;0;0.00938014957535809;0.0262390670553936;0;0;0;0.000253517556090759;0;0;0;0;0;0;0.000760552668272278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00405628089745215;0;0;0;0;0;0;0;0.037393839523387;0;0;0;0;0.00380276334136139;0;0;0;0;0;0.00240841678286221;0;0;0.00253517556090759;0;0;0.00583090379008746;0;0.00836607935099506;0;0;0;0;0;0;0.00266193433895297;0;0.0398022563062492;0;0;0;0;0.00316896945113449;0;0;0;0;0;0;0;0;0;0.0645202180250982;0;0;0;0.000380276334136139;0.344783876283433;0.00671821523640512;0;0.00215489922677145;0.00228165800481683;0.00139434655849918;0.00202814044872607;0;0.0897452148561288;0
BactV5V7-BC252-112_S252_L001;0.269167405905462;0;0;0;0;0.175009504498796;0;0;0;0;0;0;0;0;0.00101381320491699;0.00266125966290711;0;0;0.00088708655430237;0.00342161956659486;0;0;0;0;0;0;0;0.00354834621720948;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00798377898872133;0;0;0;0;0;0;0.00316816626536561;0;0;0;0;0;0;0;0.00215435306044861;0.00798377898872133;0.00177417310860474;0;0;0;0;0;0;0.131162083386136;0.000253453301229249;0;0;0;0.00354834621720948;0;0.00253453301229249;0;0;0;0;0;0;0.00532251932581422;0;0.00430870612089722;0;0.000506906602458497;0;0.00114053985553162;0;0.00114053985553162;0;0;0;0.00950449879609682;0;0;0;0.00405525281966798;0.00228107971106324;0;0.00696996578380433;0.0036750728678241;0.00202762640983399;0;0;0;0.00316816626536561;0;0.00164744645799012;0.00266125966290711;0.0514510201495374;0;0;0.00240780636167786;0;0.264985426435179;0;0;0.00266125966290711;0.000253453301229249;0.00329489291598023;0.00266125966290711;0.00101381320491699;0.00152071980737549;0
BactV5V7-BC375-246_S375_L001;0.295191339375629;0;0.00465760322255791;0;0;0.169058408862034;0;0.00478348439073515;0.00365055387713998;0;0;0;0.00289526686807654;0;0.000629405840886203;0;0;0;0;0;0;0;0.00213997985901309;0;0;0;0;0;0.00201409869083585;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00151057401812689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00969284994964753;0.000377643504531722;0;0;0;0;0;0;0.0377643504531722;0;0;0;0;0.00415407854984894;0;0;0;0;0;0.00365055387713998;0;0;0.00213997985901309;0;0;0;0.00113293051359517;0;0;0;0.000503524672708963;0;0;0.00478348439073515;0.00528700906344411;0;0.0169939577039275;0;0;0.000251762336354481;0;0.00427995971802618;0;0;0;0;0;0;0.000377643504531722;0;0;0.0581570996978852;0;0;0.00226586102719033;0;0.315961732124874;0.00893756294058409;0;0.00516112789526687;0;0;0.00113293051359517;0;0.0288267875125881;0
BactV5V7-BC335-190_S335_L001;0.256705941338681;0;0;0;0;0.200300827275006;0.00325896214590123;0.0111556781148157;0.00614189019804462;0;0;0;0;0;0;0;0;0;0;0.00288292805214339;0;0.0011281022812735;0.00413637503133617;0;0;0;0;0;0.00426171972925545;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00551516670844823;0;0;0;0;0;0;0.00213085986462773;0;0;0;0;0;0;0;0;0.00701930308347957;0.00062672348959639;0;0;0;0;0;0;0.0950112810228127;0;0.00601654550012534;0;0;0.00125344697919278;0;0.00263223865630484;0;0;0.0011281022812735;0.00413637503133617;0.00250689395838556;0;0.00501378791677112;0;0;0;0.000501378791677112;0;0;0.00852343945851091;0;0;0;0.0040110303334169;0.00338430684382051;0.000376034093757834;0.00250689395838556;0;0.000752068187515668;0;0;0.0073953371772374;0.00125344697919278;0.00338430684382051;0;0;0;0.00589120080220607;0.0011281022812735;0.00125344697919278;0;0.0779644021057909;0;0;0;0.00263223865630484;0.235021308598646;0.0109049887189772;0;0.0051391326146904;0;0;0;0.00062672348959639;0.00238154926046628;0
BactV5V7-BC333-188_S333_L001;0.228041801443145;0;0;0;0;0.245583478477233;0.00136849962677283;0.00883304304553371;0.00460313510823588;0;0;0;0;0;0;0;0;0;0;0.00298581736750435;0;0.00883304304553371;0.00211495396864892;0;0;0;0;0;0.00485195322219458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00174172679771087;0;0;0;0;0.00348345359542175;0;0.00286140831052501;0;0.00447872605125653;0;0;0;0;0.00248818113958696;0;0;0.00186613585469022;0;0;0;0;0.0991540184125404;0;0;0.000373227170938044;0.00373227170938044;0.0033590445384424;0;0;0;0;0;0;0.00895745210251306;0;0.00385668076635979;0;0;0;0;0;0;0.0098283155013685;0.00136849962677283;0;0;0;0;0;0;0.000248818113958696;0.00111968151281413;0;0;0.00223936302562827;0.00186613585469022;0.00174172679771087;0;0.00223936302562827;0;0.00758895247574023;0;0;0;0.0992784274695198;0;0;0;0;0.1945757651157;0.00858422493157502;0;0.00534958945011197;0;0.000248818113958696;0.000870863398855437;0.00833540681761632;0.00149290868375218;0
BactV5V7-BC223-78_S223_L001;0.279285979918185;0;0.0079335564646089;0;0;0.19387628610388;0;0;0;0;0;0;0;0;0.00247923639519028;0;0;0;0;0.00669393826701376;0;0;0.00545432006941862;0;0;0;0;0.00632205280773522;0.00669393826701376;0;0;0;0;0;0;0;0;0;0;0;0.000867732738316598;0;0;0;0;0;0;0;0.0112805255981158;0;0.0017354654766332;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00520639642989959;0.00123961819759514;0;0;0;0;0;0;0.0798314119251271;0;0;0;0;0.00136358001735465;0;0.00247923639519028;0;0;0;0.00396677823230445;0;0;0.00223131275567125;0;0.000371885459278542;0;0;0;0;0;0.00161150365687368;0;0;0;0;0.000867732738316598;0;0;0.000743770918557084;0.000867732738316598;0;0.00409074005206396;0;0.00247923639519028;0;0.00235527457543077;0;0;0;0.00185942729639271;0;0.129416139828933;0.0166108838477749;0;0.00185942729639271;0.00185942729639271;0.182595760505764;0.0109086401388372;0;0.00471054915086153;0;0.000371885459278542;0;0.00359489277302591;0.00322300731374737;0
BactV5V7-BC251-111_S251_L001;0.303855154575687;0;0;0;0;0.187707845793817;0;0.00357186845670649;0;0;0;0;0;0;0;0;0;0;0.000492671511269861;0.00578889025742086;0;0.00135484665599212;0.00394137209015889;0;0;0;0;0;0.00468037935706368;0;0;0;0;0;0;0;0;0.00184751816726198;0;0;0;0;0;0;0;0;0;0;0;0;0.00160118241162705;0;0;0;0;0.00197068604507944;0;0;0;0;0;0;0;0;0.0084985835694051;0;0;0;0;0;0.00221702180071437;0;0.0639241285872644;0;0;0;0.000369503633452396;0.00578889025742086;0;0;0;0;0;0.00172435028944451;0;0;0.00960709446976229;0;0;0;0.000615839389087326;0;0;0;0;0;0;0.00418770784579382;0.00973026234757975;0;0;0.00024633575563493;0;0.00431087572361128;0;0.00615839389087326;0.00234018967853184;0.00160118241162705;0;0;0.00024633575563493;0;0.00024633575563493;0.00160118241162705;0;0.0376893706121444;0;0;0.00197068604507944;0.00024633575563493;0.312476906022909;0;0;0.00234018967853184;0;0;0;0.00197068604507944;0.000739007266904791;0
BactV5V7-BC377-248_S377_L001;0.238446411012783;0;0.00528515240904621;0;0;0.232792527040315;0;0.0089724680432645;0.00909537856440511;0;0;0;0;0;0;0.00110619469026549;0;0;0;0.00331858407079646;0;0.00221238938053097;0.00663716814159292;0;0;0;0;0;0.00676007866273353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00245821042281219;0;0;0;0.00184365781710914;0;0;0;0;0;0;0;0;0.000983284169124877;0;0;0.00442477876106195;0;0;0;0;0;0;0;0.0807522123893805;0;0;0;0;0.00442477876106195;0;0.00368731563421829;0;0;0;0.00270403146509341;0.00294985250737463;0;0.00270403146509341;0;0;0;0.000737463126843658;0;0;0.00946411012782694;0;0;0;0;0;0.000245821042281219;0.00454768928220256;0;0;0;0;0.00368731563421829;0.00307276302851524;0.00110619469026549;0;0;0.00147492625368732;0.0206489675516224;0;0;0;0.0988200589970502;0.010693215339233;0;0;0;0.195304818092429;0;0;0.00454768928220256;0;0.00233529990167158;0;0.000245821042281219;0.0195427728613569;0
BactV5V7-BC368-239_S368_L001;0.293779787364047;0;0;0;0;0.266283759012587;0;0.005621410240743;0.00342172797262618;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00293290969082244;0;0;0.0371501894170842;0;0.00855431993156544;0.00757668336795796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00733227422705609;0;0;0;0;0;0.00317731883172431;0;0.0527923744348039;0;0.00549920567029207;0;0;0.00317731883172431;0;0;0;0;0.000366613711352805;0;0;0;0.00464377367713553;0;0;0;0.000977636563607479;0;0;0;0.00109984113405841;0;0;0;0.0108762067701332;0;0;0;0.00024440914090187;0;0;0.00219968226811683;0;0.00329952340217524;0;0.00195527312721496;0;0;0.000488818281803739;0.00122204570450935;0;0.092020041549554;0;0.0178418672858365;0.00183306855676402;0.0024440914090187;0.133202981791519;0.0122204570450935;0;0.00549920567029207;0.000733227422705609;0.00183306855676402;0;0.00024440914090187;0.000855431993156544;0
BactV5V7-BC67-198_S67_L001;0.0105070250458155;0;0;0;0;0.859987782529017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0034208918753818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0643860720830788;0;0;0;0;0;0;0;0.00158827122785583;0;0;0;0;0.0112400733048259;0;0;0;0;0;0;0;0;0;0;0;0.00733048259010385;0;0;0.00183262064752596;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0382406841783751;0;0;0;0;0;0;0;0.000244349419670128;0
BactV5V7-BC336-191_S336_L001;0.137020968908171;0;0.00253073029645698;0;0;0.266570257893468;0.00265124126295493;0.014943359845746;0.0267534345625452;0;0;0;0;0.00289226319595083;0;0;0;0;0;0.00626657025789347;0;0;0.0131356953482767;0;0;0;0;0.00361532899493854;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0042178838274283;0;0;0;0;0;0.000964087731983611;0;0;0.00409737286093034;0;0;0;0;0;0;0;0;0.000241021932995903;0;0;0;0;0.00144613159797542;0.00168715353097132;0;0.0689322728368282;0;0;0;0;0.000843576765485659;0;0.00216919739696312;0;0;0;0;0.01000241021933;0;0;0;0;0.00108459869848156;0;0.00301277416244878;0;0.0294046758255001;0;0;0;0;0.00253073029645698;0.000241021932995903;0.00674861412388527;0;0;0;0;0.00253073029645698;0;0;0;0;0;0.00831525668835864;0.000602554832489757;0;0;0.0725476018317667;0;0;0.00120510966497951;0;0.269342010122921;0.00662810315738732;0;0.00253073029645698;0;0;0.00253073029645698;0;0.0177151120751988;0
BactV5V7-BC373-244_S373_L001;0.223247453565009;0;0.0061114439784302;0;0.00179748352306771;0.207189934092271;0;0.0123427201917316;0.024565608148592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0055122828040743;0.00431396045536249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000958657878969443;0;0;0;0.00131815458358298;0;0;0.00527261833433194;0;0;0;0;0;0;0;0.0373876572798083;0;0;0;0.00778909526662672;0.00311563810665069;0;0;0;0;0;0.00227681246255243;0;0;0.00179748352306771;0.000479328939484721;0;0;0;0.00826842420611144;0;0;0;0;0.000958657878969443;0;0.0055122828040743;0.000359496704613541;0.0445775913720791;0;0;0;0;0.00623127621330138;0;0;0;0;0;0;0;0.00311563810665069;0;0.0623127621330138;0;0;0.00263630916716597;0;0.245775913720791;0;0;0.00455362492510485;0.00215698022768125;0.00203714799281007;0.00227681246255243;0;0.062432594367885;0
BactV5V7-BC358-229_S358_L001;0.312544888676083;0;0;0;0;0.258079961694996;0;0.00718218817333014;0.00395020349533158;0;0;0;0.000359109408666507;0;0.00131673449844386;0;0;0;0;0;0.00179554704333254;0;0.00311228154177639;0;0;0.00718218817333014;0;0.00323198467799856;0.00766100071821882;0;0;0;0;0;0;0;0;0;0;0.00634426621977496;0;0;0;0;0;0;0;0;0.00215465645199904;0;0;0.00239406272444338;0;0;0;0;0;0;0;0;0;0;0;0;0.00718218817333014;0.00179554704333254;0;0;0;0;0.00359109408666507;0;0.0597318649748623;0;0;0.000957625089777352;0;0.00275317213310989;0;0;0;0;0;0.00742159444577448;0.00107732822599952;0;0.00706248503710797;0.000718218817333014;0;0;0;0;0.0019152501795547;0;0.00227435958822121;0;0;0;0.00802011012688532;0;0;0;0;0;0;0.00813981326310749;0;0.00131673449844386;0;0.00526693799377544;0;0;0.000598515681110845;0;0;0.0937275556619583;0;0.000957625089777352;0.000598515681110845;0.00311228154177639;0.129638496528609;0.0132870481206608;0;0.00478812544888676;0;0;0.000239406272444338;0;0.00287287526933206;0
BactV5V7-BC342-207_S342_L001;0.299868531134218;0;0.00490020317915621;0;0;0.21632604278714;0;0;0.00274889446635592;0;0;0;0.00274889446635592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0026293773156448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00657344328911199;0;0;0;0;0;0;0;0.0883231743755229;0;0;0.000478068602844508;0.0070515118919565;0.000956137205689016;0;0;0;0;0;0.00729054619337875;0;0;0.00406358312417832;0;0;0.00155372295924465;0;0;0;0.000478068602844508;0.00191227441137803;0;0;0;0;0.00430261742560057;0;0;0.000239034301422254;0;0;0.0026293773156448;0;0.0013146886578224;0;0.00370503167204494;0;0;0.0013146886578224;0.00239034301422254;0;0.157045536034421;0;0.00203179156208916;0.00322696306920043;0;0.132425002987929;0.00944185490617904;0;0.00430261742560057;0;0.00418310027488945;0;0.00896378630333453;0.00466116887773396;0
BactV5V7-BC344-212_S344_L001;0.222815131032847;0;0.00308312581524961;0;0.00225305348037472;0.214395825921973;0.00628483339262421;0.0297640222933713;0.00806355982449899;0;0;0;0;0;0;0;0;0;0.00225305348037472;0.00474327048499941;0;0.0283410411478715;0.00189730819399976;0;0;0;0;0.00462468872287442;0.00782639630024902;0;0;0;0;0;0;0;0;0;0;0;0.00106723585912487;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00367603462587454;0;0;0;0;0;0.00023716352424997;0;0;0.00652199691687418;0;0;0.00332028933949958;0;0;0.00213447171824973;0;0.0847859599193644;0;0;0;0;0.00166014466974979;0;0.00213447171824973;0;0;0;0;0.0040317799122495;0;0.00498043400924938;0;0.000474327048499941;0;0.00130439938337484;0;0;0;0.000948654096999881;0;0;0.00023716352424997;0;0;0;0;0.000474327048499941;0.000830072334874896;0;0.0040317799122495;0.00249021700462469;0;0;0;0.000474327048499941;0.0055733428198743;0.000355745286374956;0;0;0.109925293489861;0.00770781453812404;0;0;0;0.183090240720977;0.00865646863512392;0;0.00521759753349935;0;0;0.00023716352424997;0.00201588995612475;0.00770781453812404;0
BactV5V7-BC353-224_S353_L001;0.162369914853359;0;0;0;0;0.204706717123936;0;0.00685903500473037;0.0351229895931883;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00248344370860927;0.00390255439924314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00674077578051088;0;0;0;0;0;0;0;0.0132450331125828;0;0;0;0.00342951750236518;0.00579470198675497;0;0;0;0;0.00342951750236518;0;0;0;0.00141911069063387;0;0;0.0120624408703879;0;0.011116367076632;0;0;0;0;0;0.0033112582781457;0.00189214758751183;0;0.0173841059602649;0;0;0;0;0.00354777672658467;0.000473036896877956;0.00130085146641438;0;0;0;0;0;0.0033112582781457;0;0.0527436140018921;0;0;0;0.000827814569536424;0.386825922421949;0;0;0.0021286660359508;0.00969725638599811;0;0;0;0.0413907284768212;0
BactV5V7-BC216-62_S216_L001;0.261522098794611;0;0.00389978728432995;0;0;0.173599621838809;0;0;0;0;0;0;0;0;0.0010635783502718;0;0;0;0;0.0210352162609312;0.00212715670054361;0.00177263058378634;0.00413613802883479;0;0;0;0;0.00638147010163082;0.00661782084613566;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00153627983928149;0;0;0;0;0.00271803356180572;0;0;0;0;0;0;0;0;0.00496336563460175;0.00177263058378634;0;0;0;0;0;0;0.0768139919640747;0;0;0;0;0.00177263058378634;0;0;0;0;0;0;0;0;0.00709052233514536;0;0;0;0;0;0;0;0;0;0;0.00496336563460175;0.00496336563460175;0;0;0;0;0;0;0.00496336563460175;0.00177263058378634;0;0;0;0;0;0;0;0;0.15658236823446;0.0155991491373198;0;0.00295438430631057;0;0.195698416450012;0.0107539588749705;0;0.00720869770739778;0;0;0.00579059324036871;0;0.00815410068541716;0
BactV5V7-BC351-222_S351_L001;0.19600789137751;0;0.00255309272368574;0;0.000928397354067541;0.195775792038993;0;0.00742717883254033;0.0150864570035975;0;0;0;0;0.000348149007775328;0;0;0;0;0;0.00754322850179877;0;0.00266914239294418;0.00232099338516885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00197284437739352;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00615063247069746;0;0;0.00104444702332598;0;0;0;0;0.0823952651734943;0;0;0;0;0.00220494371591041;0;0;0;0;0.000232099338516885;0;0.0290124173146107;0;0.00348149007775328;0.00127654636184287;0.000232099338516885;0;0;0;0;0;0.000812347684809098;0;0;0.00313334106997795;0.00580248346292213;0.00232099338516885;0;0.000232099338516885;0;0;0;0.00266914239294418;0;0.0016246953696182;0;0;0.000348149007775328;0.00301729140071951;0.000232099338516885;0;0;0.10282000696298;0;0;0;0.0062666821399559;0.27271672275734;0.00696298015550656;0;0.00487408610885459;0;0;0;0.00348149007775328;0.018103748404317;0
BactV5V7-BC346-214_S346_L001;0.24221890432985;0;0.000229700241185253;0;0;0.243482255656368;0.00436430458251981;0.0164235672447456;0.00620190651200184;0;0;0;0;0;0;0;0;0;0.00252670265303779;0.00218215229125991;0.00137820144711152;0;0.00505340530607557;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00126335132651889;0.00493855518548294;0;0;0.00195245205007465;0;0;0;0;0;0.00114850120592627;0;0;0;0;0.00310095325600092;0;0.101182956242104;0;0;0;0.00195245205007465;0.00229700241185253;0;0;0;0;0;0.00287125301481567;0.00424945446192718;0;0.00321580337659355;0.00068910072355576;0;0;0;0.000803950844148386;0;0;0.00195245205007465;0;0;0;0.00126335132651889;0;0;0;0;0.000918800964741013;0;0.00321580337659355;0.00183760192948203;0.000918800964741013;0;0;0;0.00585735615022396;0.00126335132651889;0.00114850120592627;0;0.0995750545538073;0;0;0;0;0.204088664293098;0.00666130699437234;0;0.0051682554266682;0;0;0.000574250602963133;0.00229700241185253;0.00310095325600092;0
BactV5V7-BC194-2_S194_L001;0.300260800544279;0;0;0;0;0.131194012926636;0;0;0.00691688400045357;0;0.000680349245946252;0;0.00895793173829232;0;0;0;0;0;0;0.00181426465585667;0;0;0;0;0;0;0;0.00317496314774918;0;0;0;0;0;0;0;0;0;0;0;0;0.00170087311486563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00623653475450731;0.00226783081982084;0;0;0;0;0;0;0.0495521034130854;0;0;0;0.0043088785576596;0.00170087311486563;0;0;0;0;0;0.00691688400045357;0;0;0.00748384170540878;0;0;0;0;0;0.00056695770495521;0;0.00102052386891938;0;0;0.00748384170540878;0.00941149790225649;0.00238122236081188;0.0150810749518086;0;0;0.000680349245946252;0;0.00226783081982084;0.000793740786937294;0.00181426465585667;0;0;0;0;0;0.00238122236081188;0;0.108402313187436;0;0.00680349245946252;0;0;0.272593264542465;0.00634992629549836;0;0.00464905318063273;0.0056695770495521;0;0.000340174622973126;0.00102052386891938;0.00669010091847148;0.00669010091847148
BactV5V7-BC362-233_S362_L001;0.336189402480271;0;0;0;0.00304396843291995;0.240811724915445;0;0.00462232243517475;0.00270574971815107;0;0.000676437429537768;0;0;0;0.000676437429537768;0;0;0;0;0;0;0;0.0028184892897407;0;0;0.0211950394588501;0;0.00225479143179256;0.004847801578354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000789177001127396;0;0;0;0;0;0;0;0;0;0;0;0.00642615558060879;0;0;0;0;0;0;0;0.0382187147688839;0;0;0.00248027057497182;0;0.00360766629086809;0;0;0;0;0.00135287485907554;0;0;0;0.00642615558060879;0.00124013528748591;0.000450958286358512;0;0;0;0;0;0.00157835400225479;0;0;0;0.00450958286358512;0;0;0.000338218714768884;0;0;0;0.00507328072153326;0;0.00338218714768884;0;0.00270574971815107;0;0;0;0;0.00236753100338219;0.0759864712514092;0;0.00698985343855693;0.00259301014656144;0.000789177001127396;0.182299887260428;0.00924464487034949;0;0.00462232243517475;0;0.0028184892897407;0.00338218714768884;0.00450958286358512;0.00462232243517475;0
BactV5V7-BC365-236_S365_L001;0.350879170423805;0;0.00563570784490532;0;0;0.190712353471596;0;0.00428313796212804;0;0;0;0;0;0;0;0.0016907123534716;0;0;0;0;0;0;0;0;0;0;0;0.00304328223624887;0.00495942290351668;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00721370604147881;0;0;0;0;0;0;0;0.0395626690712353;0;0;0.00112714156898106;0.00495942290351668;0.00394499549143372;0;0;0;0;0;0.00293056807935077;0.00157799819657349;0;0.00293056807935077;0;0.000225428313796213;0;0.00202885482416592;0;0;0;0.00146528403967538;0;0;0.00507213706041479;0.00788999098286745;0.00473399458972047;0.0102569882777277;0;0;0;0;0.00507213706041479;0.00157799819657349;0.00191614066726781;0;0;0;0;0;0.00214156898106402;0.0018034265103697;0.0829576194770063;0;0;0.00202885482416592;0;0.207844905320108;0.00912984670874662;0;0.00574842200180343;0;0;0;0.000338142470694319;0.0179215509467989;0
BactV5V7-BC356-227_S356_L001;0.26823003908431;0;0;0;0;0.232384142936907;0;0.0115019542155221;0.00323841429369068;0;0;0;0;0;0;0.00268006700167504;0;0;0;0;0;0;0;0;0;0;0;0.00178671133445003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00201005025125628;0;0;0;0.000223338916806253;0;0;0;0;0;0;0;0;0.00770519262981575;0;0;0;0;0;0.00323841429369068;0;0.0451144611948632;0;0;0;0.00245672808486879;0.00614182021217197;0;0;0;0;0;0.00524846454494696;0.00189838079285315;0;0.00178671133445003;0;0;0;0;0;0;0;0.00134003350083752;0;0.000781686208821887;0.00390843104410944;0.00301507537688442;0;0.00882188721384701;0.000781686208821887;0;0;0;0.00569514237855946;0;0;0;0;0;0;0;0;0.00234505862646566;0.0831937465103294;0;0;0.0016750418760469;0;0.234394193188163;0.00647682858738135;0;0.0050251256281407;0;0;0;0;0.0437744276940257;0
