C_AD3;C_Actinobacteria;C_Alphaproteobacteria;C_Bacteroidia;C_Gammaproteobacteria;C_MB.A2.108;C_Subgroup.22;C_bacteriap25;D_Bacteria;D_unassigned;F_Alteromonadaceae;F_BIrii41;F_Caulobacteraceae;F_Chitinophagaceae;F_Comamonadaceae;F_Flavobacteriaceae;F_Microbacteriaceae;F_Micromonosporaceae;F_Microscillaceae;F_Mitochondria;F_NS11.12.marine.group;F_Oxalobacteraceae;F_Parachlamydiaceae;F_Pedosphaeraceae;F_Pseudomonadaceae;F_Pseudonocardiaceae;F_Rhizobiaceae;F_Rhodobacteraceae;F_Rhodocyclaceae;F_Saccharimonadaceae;F_Sphingomonadaceae;F_Spirochaetaceae;F_Streptomycetaceae;F_Xanthobacteraceae;F_Xanthomonadaceae;F_env.OPS.17;G_Acidibacter;G_Actinocorallia;G_Aeromicrobium;G_Agromyces;G_Ahniella;G_Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium;G_Altererythrobacter;G_Arenimonas;G_Arthrobacter;G_Asticcacaulis;G_Bdellovibrio;G_Bosea;G_Bradyrhizobium;G_Brevundimonas;G_Catellatospora;G_Caulobacter;G_Cellvibrio;G_Chitinophaga;G_Chryseolinea;G_Crocinitomix;G_Devosia;G_Dongia;G_Ellin6067;G_Ferrovibrio;G_Fimbriimonas;G_Flavobacterium;G_Gaiella;G_Haliangium;G_Ideonella;G_Lechevalieria;G_Lysobacter;G_MND1;G_Marmoricola;G_Methylophilus;G_Methyloversatilis;G_Niastella;G_Nitrospira;G_Nocardioides;G_OLB12;G_Ohtaekwangia;G_Paenibacillus;G_Peredibacter;G_Phenylobacterium;G_Phyllobacterium;G_Promicromonospora;G_Pseudoflavitalea;G_Pseudolabrys;G_Pseudomonas;G_Pseudorhodoplanes;G_Pseudoxanthomonas;G_Rheinheimera;G_Rhizobacter;G_Rubrivivax;G_Sorangium;G_Sphingobium;G_Sphingomonas;G_Sphingopyxis;G_Spirochaeta.2;G_Steroidobacter;G_Streptomyces;G_Terrabacter;G_Turneriella;G_Umezawaea;G_Zoogloea;G_possible.genus.04;O_0319.6G20;O_Burkholderiales;O_Cellvibrionales;O_Cytophagales;O_NRL2;O_R7C24;O_Rhizobiales;O_Saccharimonadales;O_mle1.27;P_MBNT15;P_RCP2.54
BactV5V7-BC34-Hid4_11_S133_L001;0;5.15543640769191e-05;0.000811981234211476;0.000180440274269217;0.0509937103675826;0.000257771820384596;0;0;0.0141710058256431;0.00148863226272104;0.00170129401453833;0.024398102799402;0.000695983915038408;0.0098275506521627;0.186949012733928;0.00125019332886529;0.0022490591328556;0.00172707119657679;0.00628318812187452;0.0214595040470176;0.00271949270505748;0.118291488374491;0.000219106047326906;0.000380213435067278;0;0.000850647007269165;0.0739482909728308;0;0;0.00155307521781719;0.00786848481723978;0.00028999329793267;0.00124374903335567;0.000824869825230706;0.0097373305150281;0.00170773831004795;0.00560653709336495;0.0045883384028458;0.00106975305459607;0.00135330205701913;0;0;0.000625096664432644;0.000766871165644172;0.00213306181368253;0.00193973294839408;0;0.0013855235345672;0.00538743104603805;0.0102464298602877;0.00056709800484611;0.0100917667680569;0.025016755168325;0.000438212094653812;0.00431767799144198;0.00243594370263443;0.00897690364489354;0.0044143424240862;0.0112839614373357;0;0.00056709800484611;0.10960457802753;0;0.00242949940712481;0.00137263494354797;0.00645718410063412;0.00129530339743259;0;0.000708872506057638;0.00550342836521112;0.00361524978089395;0.000502655049749961;0;0.00684384183121101;0;0.0246623189152962;0;0.0020363973810383;0.00251971954425942;0;0.00107619735010569;0;0.000612208073413414;0.00426612362736506;0.000811981234211476;0.00475589008609579;0.00511032633912461;0;0;0.00676651028509563;0.00578697736763417;0.00209439604062484;0.00059287518688457;0.0003028818889519;0.0104462030210857;0.0885510645976182;0.000902201371346084;0.00141774501211528;0.00378924575965355;0.00119219466927875;0.0109488580708357;0.00210084033613445;0.000341547662009589;0;0.00139196783007682;0;0.000354436253028819;0.00231350208795175;0.00167551683249987;0.000322214775480744;0;0
BactV5V7-BC35-Hid4_5_S134_L001;0;0;0.00824170619106864;0.000183149026468192;0.0803266368154805;0.000467345791677456;0;0;0.0102058216128482;0.00154729349947266;0.0010041619037394;0.0220094605945396;0;0.0126751757283332;0.204514307728257;0;0.00392823084355915;0.00101047738741071;0.00170518059125558;0.0237525340878231;0.000303143216223214;0.0439431353850235;0.000941007067026228;0.000322089667237165;0;0;0.0757794885721323;0;0;0.0156181911191669;0.00109257867513784;0;0.00205253219317801;0.00112415609349442;0.0080017178115586;0.00253882443586942;0.00864589714603293;0.000808381909928572;0.00144624576073159;0.00125046576692076;0.000783119975243304;0;0.00123783479957813;0;0.00178096639531138;0.00407348696799944;0.000505238693705357;0.00236830637674386;0.00553236369607366;0.00194516897076563;0.000637863850803014;0.01107735835949;0.0478776817122539;0.000366298052936384;0.00109257867513784;0.00270302701132366;0.00633443012233092;0.0205758458011507;0.0106668519208544;0;0.000574709014089844;0.117398525966111;0;0.00313879538464453;0.00295564635817634;0.000473661275348773;0.00476187468817299;0;0.000802066426257255;0;0.0017872818789827;0;0;0.00875957585211663;0.000543131595733259;0.0462672333760681;0;0.00195779993810826;0.00425032051079632;0.00049892321003404;0.00142098382604632;0.000814697393599889;0.000669441269159599;0.00225462767066016;0.000783119975243304;0.00283565216842132;0.00255777088688337;0.00823539070739733;0;0.0017493889769548;0.00125046576692076;0.00209042509520592;0.00222305025230357;0.00111152512615179;0.0203548038726546;0.0459640901598449;0.000612601916117746;0.00332825989478404;0.00598707852040849;0;0.0109826261044202;0.0031640573193298;0.000953638034368862;0;0.00221041928496094;0;0.00217252638293304;0.00193253800342299;0.00260197927258259;0.00140203737503237;0;0
BactV5V7-BC49-GP_8_S148_L001;0;0.00120568629431371;0;0.00319412180587819;0.105936269063731;0.000517624482375518;0;0;0.0108764266235734;0.00318149681850318;0.00123093626906373;0.00895742854257146;0;0.0082946167053833;0.141563983436017;0.00123093626906373;0.00253130996869003;0.00124987375012625;0.0102767397232603;0.024050600949399;0.000429249570750429;0.145395667104333;0.000246187253812746;0;0;0.00174856075143925;0.0526209473790526;0;0;0.00499318250681749;0.000877436622563377;0;0.00191268558731441;0.000473437026562973;0.00546661953338047;0.00134456115543884;0.00392005857994142;0.000896374103625896;0.00119306130693869;0.00205787294212706;0.000504999495000505;0.00410943339056661;0.000669124330875669;0.00102893647106353;0.00239243510756489;0.00231037268962731;0.000284062215937784;0.00160968589031411;0.00347818402181598;0.0060978689021311;0.00191899808100192;0.0115771134228866;0.00897636602363398;0.00146449853550146;0.00247449752550247;0.00273330976669023;0.00795374204625795;0.00344662155337845;0.0152067972932027;0;0.000397687102312898;0.132625492374508;0;0.00224724775275225;0.00303630946369054;0.00205787294212706;0.00933617816382184;0;0.000542874457125543;0;0.00223462276537723;0;0;0.00752449247550752;0.000416624583375417;0.0178201696798303;0;0.00118674881325119;0.0032004342995657;0.000826936673063327;0.00358549641450359;0.00124356125643874;0;0.00965811534188466;0;0.00643243106756893;0.00375593374406626;0.0354067770932229;0.000542874457125543;0.000309312190687809;0.00127512372487628;0.00645136854863145;0.00071962428037572;0.000504999495000505;0.0153393596606403;0.0758446116553883;0.000656499343500656;0.000656499343500656;0.0010983739016261;0;0.00881224118775881;0.000429249570750429;0.00029037470962529;0;0.000504999495000505;0;0.000372437127562872;0.00136349863650136;0.00345293404706595;0.000460812039187961;0;0
BactV5V7-BC36-Hid4_10_S135_L001;0;0;0.000250563768479078;0.000463542971686294;0.0740979704334753;0.000663993986469557;0;0;0.0163492858932598;0.00323853670759208;0.00241167627161112;0.0404660486093711;0.000726634928589326;0.012490603858682;0.175676522174894;0.000757955399649211;0.00392758707090955;0.00378351290403408;0.0187171135053871;0.032335254322225;0.000100225507391631;0.102868955149085;0.000958406414432473;0.000357053370082686;0;0.000695314457529441;0.0505199198195941;0.000720370834377349;0;0.00246178902530694;0.000576296667501879;0.00106489601603608;0.00520546229015284;6.26409421197695e-05;0.00625783011776497;0.0015221748935104;0.0096467050864445;0.00162866449511401;0.000776747682285142;0.00204209471310449;0.00108368829867201;0.0027436732648459;0.00108995239288399;0.00096467050864445;0.00137183663242295;0.00431596091205212;0.00104610373340015;0.00176021047356552;0.005706589827111;0.00652718616887998;0.000757955399649211;0.0134427461789025;0.00898897519418692;0.000745427211225257;0.00271235279378602;0.00608243547982962;0.00478576797795039;0.00454773239789526;0.0145828113254823;0.00927712352793786;0.000563768479077925;0.103063142069657;0.000238035580055124;0.00463542971686294;0.00305061388123277;0.00185417188674518;0;0;0.000488599348534202;0;0.0162866449511401;0;0;0.0104986218992734;0.000626409421197695;0.0168942620897018;0.00281257830117765;0.00335129040340767;0.00182285141568529;0.000588824855925833;0.00131545978451516;0.000645201703833626;0.000726634928589326;0.00552493109496367;0.000776747682285142;0.0048358807316462;0.000638937609621649;0.0199198195940867;0.000939614131796542;0.000908293660736657;0.0028000501127537;0.00226133801052368;0.00176021047356552;0.00208594337258832;0.00907040841894262;0.0350225507391631;0.00102731145076422;0.00344525181658732;0.00200451014783262;0;0.0251941869205713;0.0039401152593335;0.000206715108995239;0;0.00127161112503132;0.00680907040841894;0.0045665246805312;0.0108494111751441;0.00264344775745427;0.00124029065397144;0;0
BactV5V7-BC33-Hid4_13_S132_L001;0;0.000229211450660687;0.00158589544240907;0.00027877068323597;0.0804903886063324;0.000427448380961821;0;0;0.0146757277463558;0.00251513105319564;0.00146819226504278;0.0164226906946346;0.000334524819883164;0.00988706689876907;0.247077554004076;0.00345675647212603;0.00345056156805412;0.000297355395451701;0.00726042757227904;0.0247610315754261;0;0.0714396337572713;0.00129473495102928;0.000148677697725851;0.00206909796001809;0.000173457314013492;0.0492742669879757;0.00244079220433272;0;0.000477007613537104;0.0017779374686383;0.000483202517609015;0.000898261090427015;0.000681439447910149;0.0345923443375479;0.001245175718454;0.00740910527000489;0.00042125347688991;0.000315940107667433;0.000507982133896657;0.00494353344938454;0.00176554766049448;0;0;0.000656659831622507;0.00135668399174839;0.000991184651505671;0.0017779374686383;0.005810820019452;0.00239123297175743;0;0.00584179453981155;0.0326471444589681;0;0.00136907379989221;0.00220538584960012;0.00442935641141597;0.00217441132924057;0.000867286570067463;0.00710555497048128;0.000458422901321373;0.166642919534391;0.000322135011739343;0.00252132595726755;0.0022549450821754;0.00200714891929898;0.000538956654256209;0;0.00042125347688991;0;0.00744627469443636;0;0;0.00421872967297101;0.00117083686959107;0.0188263134745358;0.000161067505869672;0.00335763800697546;0.00928616120379376;0.000253991066948328;0.000309745203595522;0;0.000960210131146119;0.00333905329475973;0.000792947721204537;0.00223636036995967;0.000526566846112388;0.014111991475812;0;0.000526566846112388;0.00371694244314627;0.00392137427751931;0.00346914628026985;0;0.0191794230066347;0.0123650285275333;0.000340719723955075;0.00200714891929898;0;0;0.0108968362624905;0.00177174256456639;0.000216821642516866;0;0.000408863668746089;0;0.00108410821258433;0.00111508273294388;0.000984989747433761;0.00173457314013493;0;0
BactV5V7-BC38-GP_7_S137_L001;0;0.000916540212443096;0.00933535660091047;0.00132321699544765;0.0694506828528073;0.000661608497723824;0;0;0.0145553869499241;0.00169954476479514;0.00049165402124431;0.0146464339908953;0.000418816388467375;0.0088133535660091;0.273499241274659;0.000764795144157815;0.00236115326251897;0.000212443095599393;0.0115022761760243;0.0304400606980273;0.000309559939301973;0.0370561456752656;0.000588770864946889;0.000449165402124431;0;0;0.0627799696509863;0;0;0.00202731411229135;0.0014567526555387;0.000983308042488619;0.0017298937784522;0.000886191198786039;0.00355083459787557;0.0021062215477997;0.00453414264036419;0.00044309559939302;0.000455235204855842;0.00078907435508346;0.000819423368740516;0;0.000710166919575114;0.000321699544764795;0.00277996965098634;0.0014081942336874;0.00176024279210926;0.00153566009104704;0.00558421851289833;0.0137723823975721;0;0.00840060698027314;0.0298634294385432;0.000522003034901366;0.00136570561456753;0.00348406676783005;0.00613050075872534;0.00366009104704097;0.0160667678300455;0;0.000722306525037936;0.0882306525037936;0;0.00155993930197269;0.00151745068285281;0.000831562974203338;0.00187556904400607;0;0.000613050075872534;0.00214264036418816;0.00713201820940819;0.000783004552352049;0;0.00375720789074355;0.000534142640364188;0.0204309559939302;0;0.00268892261001517;0.0037814871016692;0.000309559939301973;0.00213657056145675;0.00134749620637329;0.000698027314112291;0.00504400606980273;0.00107435508345979;0.00274355083459788;0.00126858877086495;0;0;0.00181487101669196;0.00596054628224583;0.00127465857359636;0.00196054628224583;0.0022154779969651;0.0127890743550835;0.0611593323216995;0.000418816388467375;0.00189984825493171;0.00137784522003035;0;0.0215417298937785;0.0015113808801214;0.0466646433990895;0;0.000971168437025797;0;0.00103793626707132;0.00303490136570561;0.000637329286798179;0.000637329286798179;0;0
BactV5V7-BC40-Hid4_7_S139_L001;0;0.00105987064760505;0.000590155246961905;0.000144527815582507;0.0951113466379217;0.000596177239277843;0;0;0.0146816172662564;0.00238470895711137;0;0.0215767984680052;0.0211913909597851;0.0110443339074299;0.16381023497814;0.00079490298570379;0.00222211516458105;0.00194510351804791;0.00696744510954004;0.0280022642691108;0.000499825362222838;0.0373122643895506;0.000373363523588144;0.00038540750822002;0;0.000499825362222838;0.0721013139987233;0.000608221223909718;0;0.000825012947283479;0.000463693408327211;0;0.00160184995603946;0.000578111262330029;0.00345060159703236;0.00239675294174325;0.00596779438509436;0.000590155246961905;0.00119235447855569;0.000903298847390671;0.00219200520300136;0.00251117079574606;0.0012104204555035;0.000349275554324393;0.00189692757952041;0.00662419154753158;0.00124053041708319;0.0024690168495345;0.00373965722819738;0.00903901046622265;0.000174637777162196;0.00770815016440039;0.0530657962880439;0;0.00128268436329475;0.00374567922051331;0.00664827951679534;0.00336629370460923;0.000662419154753159;0;0.000861144901179106;0.113918028640595;0.000258945669585326;0.00364330535114237;0.00183670765636103;0.00163798190993508;0;0;0.000674463139385034;0.00397451492851895;0.0176083055318021;0.000584133254645967;0;0.00598586036204218;0.00060219923159378;0.0216069084295848;0.000216791723373761;0.00334822772766142;0.000156571800214383;0.000397451492851895;0.0010357826783413;0;0.000728661070228474;0.00387816305146395;0.000704573100964723;0.0029628202194414;0.0129533054715822;0.00581724457719592;0;0.00878608678895326;0.00380589914367269;0.00356501945103518;0.00448638427537366;0.00156571800214383;0.0117850389622903;0.0431957508822219;0.000554023293066278;0.00173433378699009;0.00160787194835539;0.00612436618530875;0.0191378915800503;0.00173433378699009;0.0496995025834347;0;0.000788880993387852;0;0.000638331185489407;0.00285442435775452;0.00282431439617483;0.000517891339170651;0;0
BactV5V7-BC44-Hid4_12_S143_L001;0.00267756143348817;0;0.00519868107535681;0;0.087643505258851;0.0010469566054538;0;0;0.0321066692339166;0.00561987051433247;0;0.0233038099593251;0;0.0125213603215481;0.214517798262293;0.00338756648776144;0.00492189944402994;0.00104093961346843;0.0124491564177237;0.0349767744109365;0.000397121471034201;0.0726311102553611;0.0011733134371465;0.0003068665912537;0.000950684733687935;0;0.0570832029651736;0.00697971070302534;0;0.000619750174492768;0.0012274663650148;0.000493393342800067;0.00296637704878577;0.000703988062287901;0.00386290885460541;0.00127560230089774;0.00690148980721558;0.000685937086331801;0.0010108546535416;0.00154636694023924;0.0024729837059857;0;0.001083058557366;0.000878480829863535;0.00152229897229777;0.00873667236275241;0.000361019519122;0.0027979012731955;0.00673301403162531;0.00322510770415654;0.000854412861922068;0.00930828660136225;0.0410479193241715;0.000138390815663434;0.0015523839322246;0.00380273893475174;0.00382680690269321;0.00583648222580567;0.0139293364461239;0;0.000535512286697634;0.0714577968182146;0.000776191966112301;0.00367638210305904;0.0027437483453272;0.000806276926039135;0;0;0.000980769693614768;0.0013357722207514;0.038857734241498;0.000403138463019567;0.00134178921273677;0.00887506317841585;0.000505427326770801;0.0171604611422658;0;0.00274976533731257;0.0027437483453272;0.000697971070302534;0.0024007798021613;0;0.000776191966112301;0.00489181448410311;0.000932633757731835;0.00273171436135647;0.0136405208308263;0;0.00692555777515704;0.00140195913259044;0.0031228188404053;0.0020578112589954;0.00462706683674697;0.00126958530891237;0.00829743194782065;0.0261197622084767;0.000703988062287901;0.00244891573804424;0.00359816120724927;0;0.0229427904402031;0.00161857084406364;0.000577631230595201;0;0.000637801150448868;0;0.00159450287612217;0.00145611206045874;0.00109509254133673;0.0017870466196539;0;0
BactV5V7-BC43-GP_5_S142_L001;0;0;0.000440479476592921;7.63497759427729e-05;0.0621134792592897;0.000223176268140413;0;0;0.0236566844228838;0.00181477544356283;0;0.0392144195361457;0.000786989998179352;0.0145240766081906;0.137746741920138;0.00123921559414808;0.00264874991924543;0.00114524663914159;0.00119223111664484;0.0294357751557829;0.000880958953185841;0.0427617475876407;8.22228356306785e-05;0.000458098655656637;0;0.00246081200923245;0.0562580387504478;0;0.00155048775760708;0.00432257193029853;0.00057555984941475;0.00185001380169027;0.00878022423341888;0.000499210073471977;0.0113467513170336;0.000880958953185841;0.00536210349505782;0.0025136695464236;0.000587305968790561;0.0019850941745121;0.000311272163458997;0;0.000687147983484956;0.00166207589167729;0.00202033253263953;0.00197334805513628;0;0.00156223387698289;0.00412288790090974;0.00118635805695693;0.00116286581820531;0.0128972390746407;0.0073295784905062;0.00380574267776283;0;0.00227874715890738;0.00567924871820472;0.0099489631113121;0.000663655744733334;0;0.000234922387516224;0.0809953661559062;0;0.004604478795318;0.0011569927585174;0.010330711991026;0.00170906036918053;0;0.000552067610663127;0;0.00697132184954396;0.000927943430689086;0;0.00495686237659233;0.000957308729128614;0.0303343532880325;0.00401717282652744;0.0027192266355003;0.00559115282288614;0.000933816490376992;0.000863339774122124;0.000927943430689086;0;0.0109238910195044;0;0.00778180408647493;0.000698894102860767;0.00452225595968732;0;0.00210255536827021;0.000569686789726844;0.0435957220633233;0.00142128044447316;0.00307161021677463;0.0157926575007782;0.158537373215324;0.000569686789726844;0.00119810417633274;0.00334177096241829;0;0.0131850189993481;0.00107476992288673;0.0386036213286036;0;0.00038762193940177;0;0.000381748879713865;0.00170906036918053;0.000734132460988201;0.000833974475682596;0;0
BactV5V7-BC45-GP_11_S144_L001;0;0.000738970232240507;0.0083478154511031;0.000214046550028285;0.0644942640620939;0.000769548310815976;0;0;0.0256040444605262;0.00264500379677809;0;0.0298391083432287;0.0215473527028473;0.0164357172343147;0.218592491043171;0.00130976103231593;0.00342474480045256;0.00200286414669324;0.010967337515735;0.0260729083320168;0.000468863871490528;0.0301550818218419;0.000422996753627325;0;0;0.00631946957226364;0.0501582415566281;0.000392418675051855;0.00212008011456587;0.00380187443621668;0.000351647903617896;0.000631946957226364;0.00476508391134396;0.00060646522508014;0.0073132571259664;0.00181429932881118;0.00574867877218822;0.00129956833945744;0.00222200704315077;0.00398534290766949;0.00061665791793863;0;0.00141678430733008;0.00136072449660838;0.00257875129319791;0.00464277159704208;0;0.0015900600859244;0.00527981490069769;0.00168689066808005;0.00152380758234422;0.00947920435839547;0.0217664955993049;8.66378892971629e-05;0.0021353691538536;0.00348590095760349;0.00434208715771663;0.0113903342693623;0.0128580820409848;0;0.000422996753627325;0.120044440140863;0.000214046550028285;0.00583531666148538;0.00164611989664609;0.00296097727539127;0.00130976103231593;0;0.0011925450644433;0.00145245873233479;0.0054632833721505;0;0;0.010967337515735;0.000560598107216936;0.0196718972168852;0.00329223979329219;0.00235960839674038;0.000249720975032999;0.000749162925098996;0.00776173561173994;0.000234431935745264;0.000402611367910345;0.00542251260071655;0.000677814075089568;0.00813886524750406;0.00503009392566469;0;0;0.00232393397173566;0.00294568823610354;0.00360821327190537;0.003725429239778;0.00193151529668381;0.00598820705436273;0.0416779210983646;0.00161044547164138;0.00150342219662724;0.000672717728660323;0;0.0107889653907114;0.00197738241454701;0.0490727197671989;0;0.000677814075089568;0;0.00239018647531585;0.00262461841106111;0.00349609365046198;0.000560598107216936;0;0
